Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Henman, Luke	BLB	63	12	34	46	1	1	1	3	0.73
Bouchard, Xavier	BaC	60	7	39	46	1	0	3	2	0.77
Ouellet, Nicolas	VdO	55	22	23	45	4	1	2	3	0.82
Sergeev, Aleksei	Que	63	14	31	45	0	0	4	1	0.71
Lapierre, Hendrix	Chi	48	13	32	45	3	0	4	3	0.94
Ducharme, Justin	Chi	66	30	14	44	5	0	3	3	0.67
Hrehorcak, Patrik	Rou	62	22	22	44	3	0	8	0	0.71
Hinam, Tyler	Rou	67	22	22	44	4	0	0	4	0.66
Roelens, Metis	Gat	68	18	26	44	2	0	5	3	0.65
Cormier, Dominic	Vic	67	12	32	44	1	0	1	0	0.66
DaSilva, Ryan	She	66	9	35	44	1	0	1	1	0.67
Dow, Bobby	She	62	20	23	43	3	0	1	3	0.69
Houde, Samuel	Chi	64	16	27	43	2	0	2	3	0.67
Rochette, Théo	Chi	59	14	29	43	0	0	6	2	0.73
Koltygin, Pavel	Dru	63	25	17	42	2	0	4	4	0.67
Hylland, Tyler	BLB	69	22	20	42	6	0	1	2	0.61
Gagnon, Anthony	Rim	68	19	23	42	1	0	1	2	0.62
Jentzsch, Taro	She	53	18	24	42	4	1	2	0	0.79
Michel, Jérémy	VdO	64	16	26	42	2	1	3	0	0.66
Okuliar, Oliver	She	66	14	28	42	2	0	1	1	0.64
Lauko, Jakub	Rou	44	21	20	41	6	0	3	2	0.93
Barron, Justin	Hal	68	9	32	41	2	1	1	1	0.60
Denny, Leon	Sha	66	8	33	41	1	0	0	0	0.62
Trépanier, Maxim	Hal	37	18	22	40	2	1	3	2	1.08
Gursoy, Kevin	Cha	62	16	24	40	2	0	3	2	0.65
Kyte, Patrick	Hal	67	8	32	40	2	1	1	2	0.60
Marleau, Vincent	Rou	62	17	22	39	2	0	4	2	0.63
Martin, Jérémy	Sha	62	15	24	39	0	0	2	2	0.63
Bizier, Mathieu	Gat	68	14	25	39	1	0	2	0	0.57
Lavigne, Zachary	Chi	50	13	26	39	0	0	2	2	0.78
Mathieu, Olivier	Vic	65	20	18	38	3	0	9	1	0.58
Nussbaumer, Valentin	Sha	58	17	21	38	3	1	4	0	0.66
Lacombe, Pier-Olivier	Que	66	14	24	38	2	0	4	0	0.58
Crossman, Ethan	BaC	51	19	18	37	3	0	4	1	0.73
Bolduc, Samuel	BLB	65	9	28	37	2	0	1	2	0.57
Guay, Patrick	She	54	18	18	36	3	0	4	2	0.67
Kozlov, Ivan	VdO	63	16	20	36	1	1	2	1	0.57
Cormier, Lukas	Cha	63	15	21	36	1	1	1	1	0.57
Nauss, Morgan	Chi	68	4	32	36	0	0	1	0	0.53
St-Laurent, Edouard	Que	65	18	17	35	4	1	2	0	0.54
Demers, Antoine	BLB	68	16	19	35	3	0	3	1	0.51
Aspirot, Jonathan	Mon	57	12	23	35	0	0	3	0	0.61
Hudson, Jacob	Mon	59	12	23	35	0	0	1	0	0.59
Peach, Bailey	She	54	11	24	35	0	0	2	3	0.65
MacKinnon, Evan	Bat	67	11	24	35	0	0	2	0	0.52
Gagné, Benjamin	SNB	65	10	25	35	2	0	2	2	0.54
Hoyt, Peyton	VdO	60	24	10	34	4	0	3	1	0.57
Desruisseaux, Cédric	Dru	59	19	15	34	2	0	3	1	0.58
Burt, Robbie	SNB	50	15	19	34	2	2	0	0	0.68
Parent, Xavier	Hal	67	15	19	34	2	0	0	0	0.51
Kniazev, Artemi	Chi	55	13	21	34	5	3	0	1	0.62
Casey, Thomas	Cha	54	12	22	34	2	1	0	2	0.63
Smith, Declan	Cap	48	10	24	34	2	0	0	0	0.71
Budgell, Brett	Cha	67	18	15	33	2	0	2	3	0.49
Element, Shawn	BaC	65	17	16	33	4	1	1	2	0.51
Seitz, Dylan	Mon	64	16	17	33	1	0	2	3	0.52
Manseau, Jérémy	Sha	52	14	19	33	0	0	1	1	0.63
Bishop, Joel	Hal	58	11	22	33	0	0	1	4	0.57
Ryczek, Jake	Hal	51	9	24	33	2	0	2	0	0.65
Merisier-Ortiz, Christopher	BaC	66	5	28	33	1	0	1	0	0.50
Proulx, Gabriel	Cap	62	14	18	32	1	0	3	0	0.52
Francis, Ryan	Cap	64	10	22	32	1	0	2	0	0.50
Guenette, Maxence	VdO	68	8	24	32	3	0	0	0	0.47
Kielb, Darien	Gat	68	8	24	32	2	0	1	0	0.47
Roy, Charles-Antoine	Gat	59	18	13	31	0	0	2	3	0.53
Poirier, William	SNB	62	16	15	31	1	0	0	2	0.50
Rafuse, Cole	Bat	66	16	15	31	2	0	3	1	0.47
Giguère, Charles-Antoine	Mon	65	14	17	31	2	0	3	0	0.48
Prikryl, Filip	SNB	67	14	17	31	2	2	0	1	0.46
Desnoyers, Elliot	Mon	61	12	19	31	0	0	1	1	0.51
Kreutzer, Gregory	Dru	64	3	28	31	1	0	0	0	0.48
Senez, Vincent	Sha	54	18	12	30	1	0	4	0	0.56
Deakin-Poot, Nicholas	SNB	58	17	13	30	3	0	1	0	0.52
Salda, Radim	Rim	48	10	20	30	1	0	2	0	0.63
Poulin, Anthony	Vic	66	9	21	30	1	0	0	0	0.45
McCormick, Adam	Cap	63	7	23	30	0	0	1	3	0.48
Kalmikov, Brooklyn	Cap	61	19	10	29	2	0	1	2	0.48
Dunn, Sam	Que	64	11	18	29	0	0	3	1	0.45
Burns, Brady	SNB	65	11	18	29	0	0	0	0	0.45
Larochelle, Sean	Vic	68	7	22	29	0	0	0	0	0.43
MacIsaac, Keenan	BaC	67	3	26	29	0	0	2	0	0.43
Dubé, Pierrick	Que	64	17	11	28	4	1	1	0	0.44
Pinard, Simon	BLB	65	15	13	28	1	0	1	3	0.43
Dion, Yan	VdO	55	14	14	28	2	0	3	0	0.51
Corbeil, Benjamin	BLB	64	14	14	28	1	0	2	1	0.44
Lawrence, Josh	SNB	54	12	16	28	2	0	2	0	0.52
LeCouffe, Marc-André	Bat	66	12	16	28	0	0	0	0	0.42
Higgins, Ben	Hal	65	9	19	28	3	0	1	1	0.43
Lapointe, Yann-Félix	She	68	9	19	28	2	1	2	0	0.41
Aebischer, David	Gat	59	4	24	28	1	0	0	0	0.47
Pataki, Brady	Mon	62	15	12	27	2	0	3	2	0.44
Noël, David	VdO	37	13	14	27	1	0	2	0	0.73
Frenette, Conor	Vic	68	13	14	27	2	1	2	1	0.40
Léonard, Liam	Bat	65	12	15	27	1	0	2	2	0.42
DesRoches, Charlie	SNB	59	10	17	27	0	0	1	0	0.46
Campbell, Isiah	Cap	60	13	13	26	1	0	0	4	0.43
Fortin, Jérémy	Chi	60	9	17	26	1	0	1	0	0.43
Roy, Pier-Olivier	Gat	56	7	19	26	2	0	2	0	0.46
Corbeil, Pascal	BaC	38	4	22	26	0	0	1	0	0.68
Diotte, Jérémy	Chi	64	8	17	25	2	0	0	2	0.39
Lepage, Jordan	Rim	65	8	17	25	1	0	0	0	0.38
Bernard, Xavier	Cha	66	6	19	25	0	0	0	2	0.38
Cyr, William	Rou	47	4	21	25	1	0	0	1	0.53
Desgagnés, Mathieu	Bat	51	13	11	24	0	0	3	0	0.47
Likhachev, Yaroslav	Gat	57	12	12	24	2	0	3	0	0.42
Gaucher, Jacob	VdO	68	12	12	24	1	0	2	2	0.35
Duquette, Marc-Olivier	Dru	50	7	17	24	1	0	1	1	0.48
Forest, Wilson	Cap	67	5	19	24	2	0	2	1	0.36
Marcotty, Félix-Antoine	Chi	60	4	20	24	1	0	0	0	0.40
Régis, Samuel	Rou	68	1	23	24	0	0	0	0	0.35
Murphy, Liam	Chi	58	17	6	23	2	0	3	1	0.40
Groleau, Jérémy	Chi	57	8	15	23	2	0	1	0	0.40
Frattaroli, Brandon	Que	67	6	17	23	0	0	1	0	0.34
Huntley, Christian	Mon	67	5	18	23	0	0	1	0	0.34
Laaouan, Noah	Cha	69	5	18	23	1	0	1	1	0.33
Imbeault, Anthony	Sha	41	14	8	22	2	0	1	1	0.54
Benoit, Christopher	BaC	60	11	11	22	0	0	2	2	0.37
Bourret, Olivier	Cap	68	9	13	22	0	0	2	2	0.32
Anttalainen, Aleksi	Mon	54	7	15	22	0	0	1	0	0.41
Lafrance, Félix	Cap	54	5	17	22	0	0	0	1	0.41
Aucoin, Yan	BaC	67	4	18	22	1	0	0	0	0.33
Couture, Alexandre	VdO	59	12	9	21	2	1	2	0	0.36
Dufour, William	Chi	55	9	12	21	2	0	2	2	0.38
Beauregard, Zachary	Cha	66	9	12	21	3	0	3	0	0.32
Plamondon, Yohan	SNB	39	8	13	21	0	0	2	1	0.54
Caron, Thomas	Que	42	8	13	21	0	0	1	0	0.50
Poirier, Jérémie	SNB	61	6	15	21	0	0	0	0	0.34
Sylvestre, Gabriel	Mon	64	4	17	21	0	0	0	0	0.33
Clavelle, Brendon	Cha	68	4	17	21	0	0	3	0	0.31
Desgroseilliers, Samuel	BLB	65	3	18	21	0	0	0	0	0.32
Anglehart, Rémy	Dru	52	10	10	20	1	0	1	1	0.38
Sévigny, Mathieu	Vic	26	9	11	20	1	0	2	1	0.77
Roy, Nathaël	She	67	9	11	20	1	0	3	1	0.30
Bourgault, Xavier	Sha	62	7	13	20	0	0	1	0	0.32
Denis, Gabriel	Sha	59	6	14	20	0	0	1	1	0.34
Arsenault, Alexis	Rou	63	6	14	20	0	0	0	1	0.32
Flower, Walter	Hal	65	6	14	20	1	0	0	2	0.31
Campoli, Michael	SNB	68	2	18	20	0	0	0	0	0.29
Ethier, Thomas	BaC	67	11	8	19	3	0	2	0	0.28
Smallwood, Ian	Bat	55	8	11	19	1	0	2	0	0.35
Girouard, Nicholas	Dru	59	7	12	19	1	0	0	3	0.32
Larose, Nathan	Cap	53	6	13	19	2	0	0	0	0.36
Van Den Hurk, Colin	Cha	67	6	13	19	0	0	0	0	0.28
Baker, Jarrett	Dru	68	5	14	19	1	0	0	2	0.28
Sirman, William	Cha	49	4	15	19	1	0	0	1	0.39
Boudrias, Karl	VdO	59	4	15	19	0	0	2	1	0.32
Villeneuve, William	SNB	55	1	18	19	0	0	1	0	0.35
D'Amours, Anthony	Rim	67	1	18	19	0	0	1	0	0.28
Beaudoin, Charles	Sha	57	9	9	18	0	0	2	0	0.32
Naud, Samuel	Rou	63	8	10	18	2	0	2	2	0.29
Barinka, Marcel	Hal	51	7	11	18	0	0	1	2	0.35
Laframboise, Jérémy	Que	68	7	11	18	3	0	1	0	0.26
Verrette, Etienne	Que	63	5	13	18	1	1	0	1	0.29
Berestnev, Daniil	VdO	66	4	14	18	0	0	2	0	0.27
Tucker, Jack	Bat	60	2	16	18	0	0	0	0	0.30
Neveu, Jacob	Rou	67	2	16	18	0	0	0	1	0.27
Montreuil, Gabriel	Que	61	7	10	17	0	0	1	0	0.28
McLeod, Brock	Hal	58	5	12	17	1	0	1	1	0.29
Crête-Belzile, Antoine	Cap	59	2	15	17	1	0	0	0	0.29
Bellamy, Jaxon	She	60	5	11	16	1	0	1	0	0.27
Ivan, Michal	Dru	54	4	12	16	0	0	1	0	0.30
DeJong, Tristan	Mon	64	4	12	16	1	0	0	0	0.25
Richardson, Blake	BLB	33	2	14	16	0	0	0	0	0.48
Havlena, Kyle	Cap	58	1	15	16	0	0	0	0	0.28
Toner, Denis	Hal	58	1	15	16	0	0	0	0	0.28
Brouillette, Marc-Antoine	BaC	39	9	6	15	1	0	1	1	0.38
Robidoux, Mikael	Sha	48	8	7	15	0	0	1	1	0.31
Jacob, Jérémie	SNB	60	7	8	15	0	0	0	0	0.25
Rochon, Antoine	BLB	59	6	9	15	1	0	1	0	0.25
Craig, Kieran	Gat	63	5	10	15	0	0	0	0	0.24
Rouleau, William	Rou	59	4	11	15	0	0	0	0	0.25
Bowman, Parker	Rim	65	4	11	15	0	0	0	0	0.23
Villeneuve, Gabriel	Chi	67	4	11	15	1	0	1	0	0.22
Drolet, Félix-Antoine	Bat	66	2	13	15	1	0	0	0	0.23
White, James	SNB	59	7	7	14	0	0	1	1	0.24
Champagne, William	Bat	68	7	7	14	0	0	0	0	0.21
Gaudreault, Yan-Cédric	Bat	42	6	8	14	0	0	1	0	0.33
Drover, Alex	SNB	38	4	10	14	0	0	0	1	0.37
Abraham, Frédéric	BLB	59	3	11	14	1	0	1	0	0.24
Biakabutuka, Jérémie	VdO	65	3	11	14	1	0	0	0	0.22
Pelletier, Thomas	Dru	64	2	12	14	0	0	1	0	0.22
Pépin, Marc-Antoine	Sha	24	1	13	14	1	0	0	0	0.58
Peyton, Liam	Cha	59	9	4	13	1	0	3	1	0.22
Lessard, Marshall	VdO	30	8	5	13	0	0	0	0	0.43
Farmer, Christophe	Chi	41	6	7	13	1	0	3	1	0.32
Morozov, Feliks	Vic	51	6	7	13	0	0	2	2	0.25
Melançon, Max-Antoine	Sha	46	5	8	13	0	0	2	0	0.28
Côté, Jérémy	Vic	31	4	9	13	1	0	0	1	0.42
Turan, Oliver	Bat	61	3	10	13	0	0	0	0	0.21
Jacques, Jérémy	She	55	2	11	13	0	0	0	1	0.24
Sandilands, Roddie	Cap	60	2	11	13	0	0	1	0	0.22
Gravel, Jérôme	Vic	66	2	11	13	0	0	0	0	0.20
Tourigny, Miguël	BLB	29	7	5	12	1	0	0	0	0.41
MacDonald, Anderson	Bat	31	7	5	12	0	0	2	0	0.39
Labrecque, Xavier	Chi	45	6	6	12	2	0	0	1	0.27
Gallo-Demetris, Isaiah	Vic	48	6	6	12	1	0	1	1	0.25
MacIntosh, Aiden	SNB	48	6	6	12	0	0	1	0	0.25
Belley-Pelletier, Gabriel	Sha	46	5	7	12	0	0	0	0	0.26
Paré, Félix	Vic	63	5	7	12	1	0	1	1	0.19
Cormier, Xavier	Sha	57	4	8	12	0	0	1	0	0.21
Lauzon, Émile	VdO	50	3	9	12	0	0	0	1	0.24
Savoie, Nicolas	Que	54	3	9	12	0	0	0	1	0.22
Crête-Belzile, Olivier	She	66	3	9	12	0	0	1	0	0.18
Chisholm, Logan	Bat	17	2	10	12	2	1	0	0	0.71
Kemp, Michaël	She	63	2	10	12	0	0	0	1	0.19
Samson, Mathieu	Bat	42	1	11	12	0	0	0	0	0.29
Joncas, Alexandre	She	49	1	11	12	0	0	0	1	0.24
St-Pierre, Nicolas	Vic	65	1	11	12	0	0	0	0	0.18
Horvath, Jason	Sha	56	0	12	12	0	0	0	0	0.21
Paré, Samy	Vic	32	8	3	11	0	0	1	1	0.34
Ouellet, Nathan	Rim	63	5	6	11	1	0	0	0	0.17
Dickner, Samuel	Que	42	4	7	11	1	0	0	0	0.26
Ouellet, Edouard	Vic	51	4	7	11	1	0	0	1	0.22
Anctil, Julien	She	62	4	7	11	0	0	1	1	0.18
Safin, Ostap	Hal	15	3	8	11	0	0	1	0	0.73
Drouin, Charles-Edouard	Dru	25	3	8	11	0	0	0	1	0.44
Rannisto, Jasper	BLB	52	3	8	11	0	0	1	0	0.21
Fortin, Xavier	Cha	59	3	8	11	0	0	1	0	0.19
Martineau, Vincent	Rim	41	2	9	11	1	0	0	0	0.27
DeGagné, Alex	Sha	59	2	9	11	1	0	0	0	0.19
Tremblay-Lapalme, Vincent	Chi	54	1	10	11	0	0	0	0	0.20
Charlebois, Mathieu	BaC	59	1	10	11	0	0	0	1	0.19
Pelletier, Tristan	Chi	46	4	6	10	0	0	2	0	0.22
