Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Lafrance, Félix	Chi	22	13	12	25	1	0	0	3	1.14
Raska, Adam	Rim	22	12	13	25	1	0	3	1	1.14
Michel, Jérémy	VdO	36	9	16	25	1	0	0	2	0.69
Chisholm, Logan	Bat	33	13	11	24	1	0	2	3	0.73
Daigle, Nicolas	Vic	26	9	15	24	1	0	2	1	0.92
Bouchard, Xavier	Rou	39	5	19	24	1	0	1	0	0.62
Dion, Jacob	Dru	34	3	21	24	0	0	0	2	0.71
Coxhead, Andrew	Gat	33	13	10	23	1	0	4	1	0.70
Landry, Manix	Gat	29	10	13	23	4	1	2	0	0.79
Malatesta, James	Que	32	10	13	23	1	0	1	3	0.72
Gagnon, Mathieu	Rou	40	7	16	23	0	0	1	1	0.58
Whynot, Cameron	Hal	34	6	17	23	1	0	1	0	0.68
Corbeil, Benjamin	BLB	27	13	9	22	3	0	3	0	0.81
Caron, Thomas	Que	30	12	10	22	1	0	0	0	0.73
Oliver, Sam	Cha	38	9	13	22	3	0	0	0	0.58
Guenette, Maxence	VdO	36	5	17	22	1	0	1	1	0.61
Nause, Evan	Que	32	4	18	22	0	0	1	1	0.69
Da Fonseca, Charlie	Dru	33	10	11	21	2	0	1	1	0.64
Fortin, Xavier	BaC	36	10	11	21	1	0	1	1	0.58
Tardif, Benjamin	Vic	21	7	14	21	1	0	0	0	1.00
Lawrence, Josh	SNB	33	6	15	21	2	0	0	0	0.64
Gill, Justin	She	34	6	15	21	1	1	0	2	0.62
Swan, James	Hal	37	11	9	20	0	0	3	1	0.54
Dean, Zachary	Gat	23	10	10	20	1	1	2	3	0.87
Trenholm, Connor	Cap	37	10	10	20	1	0	1	1	0.54
Doucet, Alexandre	VdO	36	9	11	20	2	0	2	1	0.56
LeBlanc, Patrick	Cha	36	6	14	20	1	0	1	1	0.56
Woodworth, Luke	Dru	34	4	16	20	1	1	1	1	0.59
Villeneuve, William	SNB	33	3	17	20	0	0	0	0	0.61
Beauregard, Zachary	Cha	38	3	17	20	1	0	1	2	0.53
Boudrias, Karl	Chi	29	2	18	20	0	0	0	1	0.69
Lessard, Marshall	VdO	28	10	9	19	0	0	0	2	0.68
Kotkov, Vladislav	SNB	16	9	10	19	1	0	0	0	1.19
Melanson, Jacob	Bat	18	8	11	19	1	0	1	1	1.06
Serdyuk, Egor	Vic	26	8	11	19	1	0	1	1	0.73
Peach, Bailey	Cha	29	7	12	19	1	0	0	2	0.66
Veillette, William	Sha	32	7	12	19	2	0	0	1	0.59
Johnson, Samuel	Rou	39	6	13	19	1	0	0	0	0.49
Sévigny, Vincent	Vic	26	5	14	19	2	0	0	0	0.73
Labbé, Alex	BaC	36	9	9	18	0	0	0	0	0.50
Peeters, Senna	Hal	16	8	10	18	1	0	0	2	1.13
Kalmikov, Brooklyn	Vic	26	8	10	18	0	0	3	2	0.69
Cormier, Cole	Que	32	7	11	18	1	0	2	0	0.56
Kniazev, Artemi	Chi	14	5	13	18	0	0	1	0	1.29
Biakabutuka, Jérémie	Rim	38	5	13	18	0	0	0	1	0.47
Horvath, Jason	Hal	43	5	13	18	1	1	0	0	0.42
Luneau, Tristan	Gat	31	4	14	18	0	0	1	0	0.58
MacDonald, Cam	SNB	30	10	7	17	0	0	2	0	0.57
Campbell, Isiah	Sha	29	9	8	17	1	0	3	1	0.59
Drover, Alex	Rim	37	8	9	17	0	0	1	2	0.46
Roy, Zachary	BLB	28	7	10	17	1	0	1	2	0.61
Drouin, Charles-Edouard	Rou	32	6	11	17	2	0	1	1	0.53
Gallant, Keiran	Cha	38	6	11	17	2	0	4	0	0.45
Belliveau, Isaac	Gat	37	5	12	17	1	1	1	1	0.46
Plandowski, Oscar	Cha	39	5	12	17	1	0	1	0	0.44
Peyton, Liam	Hal	43	5	12	17	0	0	1	0	0.40
Miron, Landon	Hal	37	11	5	16	2	0	3	1	0.43
Montreuil, Gabriel	Que	31	7	9	16	1	0	1	2	0.52
Canonica, Lorenzo	Sha	24	6	10	16	0	0	2	1	0.67
Paré, Félix	Cap	30	6	10	16	0	0	0	0	0.53
Hinds, Tyson	Rim	33	6	10	16	1	1	0	0	0.48
Dumoulin, William	Rim	34	6	10	16	2	0	1	0	0.47
Munroe-Boucher, Anthony	She	27	5	11	16	0	0	0	0	0.59
Beaudoin, Charles	Sha	33	9	6	15	0	0	1	1	0.45
Stewart, Jacob	Mon	29	5	10	15	1	0	0	0	0.52
Pellerin, Michaël	Chi	29	4	11	15	3	0	1	0	0.52
Labelle, Vincent	Mon	14	3	12	15	0	0	1	0	1.07
Régis, Samuel	Rou	40	2	13	15	1	0	0	0	0.38
Mathieu, Jacob	Rim	23	9	5	14	0	0	0	1	0.61
Gendron, Alexis	BLB	31	9	5	14	4	0	4	0	0.45
Agostino, Daniel	Dru	34	8	6	14	1	0	1	0	0.41
Cajkovic, Maxim	VdO	12	6	8	14	3	1	1	0	1.17
Tremblay, Charles	She	24	6	8	14	1	1	1	0	0.58
Crevier, Louis	Chi	26	6	8	14	0	0	0	0	0.54
Ouellet, Nathan	Rim	32	6	8	14	0	0	1	0	0.44
Elliott, Drew	Cha	40	6	8	14	1	0	1	0	0.35
Pépin, Marc-Antoine	Sha	33	4	10	14	0	0	0	0	0.42
DeJong, Tristan	Mon	28	2	12	14	0	0	0	0	0.50
Coulombe, Olivier	Vic	26	7	6	13	2	0	1	0	0.50
Arsenault, Donovan	Rou	39	7	6	13	2	0	0	0	0.33
Jones, Zack	Hal	29	5	8	13	1	1	0	1	0.45
Bédard, Anthony	Sha	30	5	8	13	1	0	1	0	0.43
Bizier, Mathieu	Gat	30	5	8	13	2	0	2	0	0.43
Cloutier, Mathis	Mon	30	5	8	13	0	0	0	1	0.43
Massicotte, Zachary	Sha	40	5	8	13	0	0	2	0	0.33
Bellamy, Jaxon	Bat	23	4	9	13	2	1	0	0	0.57
Myklukha, Oleksiy	Rou	24	4	9	13	0	0	0	0	0.54
McCarthy, Brendan	Cha	29	4	9	13	0	0	1	0	0.45
Verreault, Luka	Rim	38	3	10	13	0	0	1	0	0.34
Roy, Pier-Olivier	Gat	31	1	12	13	0	0	0	1	0.42
Larkin, Cole	Bat	33	1	12	13	0	0	1	0	0.39
Bernier, Gabriel	Mon	27	8	4	12	3	0	2	0	0.44
Soucy, Ludovic	Rim	37	7	5	12	2	0	1	0	0.32
Paré, Samy	Rim	35	6	6	12	0	0	1	1	0.34
Martin, Jérémy	Sha	22	5	7	12	0	0	1	0	0.55
Belley-Pelletier, Gabriel	BaC	30	5	7	12	0	0	0	0	0.40
Roelens, Milo	She	30	5	7	12	1	0	3	0	0.40
Larochelle, Sean	Vic	26	4	8	12	1	1	1	0	0.46
Olson, Connor	Mon	31	2	10	12	0	0	0	1	0.39
Lapointe, Jérémy	Dru	34	8	3	11	3	0	1	2	0.32
Huchette, Mikael	Que	32	7	4	11	1	0	2	2	0.34
Dumont, Charles-Antoine	Dru	27	6	5	11	1	0	0	1	0.41
Bezeau, Riley	SNB	33	6	5	11	0	0	1	2	0.33
Craig, Kieran	Gat	21	5	6	11	0	0	1	1	0.52
Filion, Xavier	Que	32	5	6	11	3	1	1	0	0.34
Doucet, David	Bat	33	5	6	11	0	0	2	0	0.33
Savoie, Charles	SNB	24	4	7	11	0	0	0	0	0.46
Richardson, Blake	BLB	25	4	7	11	0	0	0	0	0.44
Rumsey, Mark	Cap	30	4	7	11	0	0	0	0	0.37
Holmes, Hunter	Que	32	4	7	11	0	0	2	0	0.34
Savoie, Nicolas	Que	32	4	7	11	0	0	0	0	0.34
Charron, Édouard	Dru	34	4	7	11	1	0	0	1	0.32
Gaucher, Jacob	VdO	36	4	7	11	2	0	1	0	0.31
Pouliot, Olivier	Que	28	3	8	11	0	0	1	0	0.39
Pelletier, Thomas	VdO	34	2	9	11	0	0	0	1	0.32
Shortall, Conor	Dru	34	2	9	11	1	0	0	0	0.32
Biggar, Zach	Bat	33	0	11	11	0	0	0	0	0.33
Mianscum, Israel	She	22	7	3	10	0	0	1	2	0.45
Boyd, Ben	Cha	35	7	3	10	1	0	1	1	0.29
Barbashev, Maxim	Mon	10	6	4	10	0	0	1	1	1.00
Huard, Stéphane Jr	She	22	5	5	10	1	0	0	0	0.45
Labrecque, Xavier	Chi	29	5	5	10	1	0	3	0	0.34
Gaudio, Alexander	Rim	33	5	5	10	0	0	0	0	0.30
Létourneau, Julien	BaC	35	5	5	10	1	0	0	0	0.29
Arsenault, Alex	Rou	39	5	5	10	2	0	0	0	0.26
Stammer, Owen	Mon	25	4	6	10	0	0	0	0	0.40
Lavigne, Simon	BLB	26	4	6	10	0	0	0	0	0.38
Léonard, Liam	SNB	26	3	7	10	0	0	0	1	0.38
Pilote, Charles-Antoine	Mon	31	3	7	10	0	0	0	0	0.32
Lauzon, Émile	VdO	35	2	8	10	1	0	0	0	0.29
Roy, Pier-Olivier	Vic	22	1	9	10	0	0	0	0	0.45
Anctil, Julien	She	24	1	9	10	0	0	0	0	0.42
Michaud, Jérémy	Vic	25	1	9	10	0	0	0	0	0.40
Inniss, Christopher	SNB	31	1	9	10	0	0	0	0	0.32
Allepot, Anthony	VdO	34	1	9	10	1	0	0	0	0.29
Furlong, Jake	Hal	37	1	9	10	0	0	0	0	0.27
Allard, Tristan	Gat	28	6	3	9	0	0	0	0	0.32
Daniel, Alexis	Mon	26	4	5	9	1	0	1	0	0.35
Cournoyer, Edouard	Que	30	4	5	9	0	0	2	1	0.30
Hébert, Julien	BaC	33	4	5	9	0	0	0	0	0.27
Martel, Mikael	Gat	33	4	5	9	1	0	1	0	0.27
Langlois, Jérémy	Cap	21	3	6	9	0	0	0	0	0.43
Tomilson, Brendan	Hal	25	3	6	9	0	0	0	0	0.36
Haché, Olivier-Luc	Rou	27	3	6	9	0	0	0	0	0.33
Bourgeois, Pierre-Olivier	Sha	34	3	6	9	0	0	0	0	0.26
Boutin, Charles	BLB	27	2	7	9	0	0	0	0	0.33
Savoie, Samuel	Gat	27	2	7	9	2	1	1	0	0.33
McCallum, Kale	SNB	30	2	7	9	1	0	0	0	0.30
Boutin, Olivier	Gat	31	2	7	9	0	0	0	0	0.29
Dufort, Isaac	BaC	36	2	7	9	0	0	0	0	0.25
Brunet, Frédéric	Rim	33	1	8	9	0	0	0	0	0.27
Diotte, Mikael	Dru	33	1	8	9	0	0	0	1	0.27
Hinkley, Lane	Bat	33	1	8	9	0	0	0	0	0.27
Fortier, Gabriel	Sha	13	6	2	8	1	1	3	0	0.62
Kaslik, Matej	Chi	14	5	3	8	0	0	3	0	0.57
Richard, Connor	Mon	30	5	3	8	0	0	1	0	0.27
Loshing, Yoan	Mon	19	4	4	8	0	0	1	0	0.42
Denis, Mikaël	BLB	29	4	4	8	0	0	1	0	0.28
Brière, Jordan	Sha	23	3	5	8	0	0	1	1	0.35
Fortin, Fabrice	Chi	25	3	5	8	0	0	1	0	0.32
Belchamber, Andrew	BaC	26	3	5	8	0	0	0	0	0.31
Jackson, Gabriel	Gat	31	3	5	8	0	0	0	0	0.26
Morin, Alexis	Dru	34	3	5	8	2	0	0	0	0.24
Biasca, Attilio	Hal	19	2	6	8	0	0	0	0	0.42
Truchon, Charle	Que	32	2	6	8	0	0	0	1	0.25
Joncas, Alexandre	BLB	32	1	7	8	0	0	1	0	0.25
Gaudet, Marc-André	Bat	33	1	7	8	0	0	0	0	0.24
Bernard, Xavier	VdO	26	0	8	8	0	0	0	0	0.31
Pellerin, Maxime	Vic	26	4	3	7	2	0	0	2	0.27
Gravel, Zachary	Vic	15	3	4	7	0	0	2	1	0.47
Bastarache, Yannic	Bat	19	3	4	7	0	0	1	0	0.37
Pelletier, Tristan	Chi	29	3	4	7	0	0	0	1	0.24
Mainolfi, Orlando	Dru	33	3	4	7	0	0	0	0	0.21
Séguin, Marc-Antoine	Rou	37	3	4	7	1	0	1	1	0.19
Foston, Cole	Hal	23	2	5	7	0	0	1	0	0.30
Maynard, Ryan	Cha	29	2	5	7	0	0	0	1	0.24
Havlena, Kyle	Gat	31	2	5	7	0	0	0	0	0.23
Desgroseilliers, Samuel	BLB	32	2	5	7	0	0	0	0	0.22
Chouinard, Félix-Olivier	Sha	34	2	5	7	0	0	1	0	0.21
Arseneau, Etienne	BaC	35	2	5	7	0	0	0	0	0.20
Lamoureux, Maveric	Dru	24	1	6	7	1	0	0	0	0.29
Arsenault, Alexis	Vic	25	1	6	7	0	0	0	0	0.28
Lavoie, Nathan	BLB	31	1	6	7	0	0	0	0	0.23
Drapeau, Nathan	SNB	32	0	7	7	0	0	0	0	0.22
Gauthier, Kaylen	Dru	34	0	7	7	0	0	0	0	0.21
Belgarde, Thomas	Chi	19	3	3	6	0	0	2	1	0.32
Gagnon, Félix	BaC	32	3	3	6	1	0	2	0	0.19
Petten, Kyle	Hal	32	3	3	6	0	0	0	0	0.19
Ansons, Raivis Kristians	BaC	9	2	4	6	0	0	1	0	0.67
Roy, Tristan	Dru	31	2	4	6	0	0	1	1	0.19
Paquet, Félix	VdO	33	1	5	6	0	0	1	0	0.18
McKinney, Sam	Mon	21	0	6	6	0	0	0	0	0.29
Crête-Belzile, Olivier	She	22	0	6	6	0	0	0	0	0.27
Lessard, Zachary	She	22	0	6	6	0	0	0	0	0.27
Hamel, Anthony	Mon	30	0	6	6	0	0	0	0	0.20
Prokopenko, Alexei	Gat	12	5	0	5	0	0	0	0	0.42
Darcy, Thomas	Mon	12	3	2	5	2	0	0	0	0.42
Ledoux, Maximilien	Sha	15	3	2	5	0	0	0	1	0.33
Alchorn, Zachary	SNB	16	3	2	5	0	0	0	0	0.31
Buteau, François-James	Cap	35	3	2	5	0	0	0	0	0.14
Audette, Hugo	Que	12	2	3	5	0	0	0	0	0.42
Johnston, Drew	Cha	14	2	3	5	1	0	0	0	0.36
Dubé, Alexis	Bat	28	2	3	5	1	0	1	0	0.18
Leblanc, Dominic	Mon	28	2	3	5	0	0	0	0	0.18
Canning, Lucas	Cap	36	2	3	5	0	0	0	0	0.14
Kashnikov, Evgenii	Gat	8	1	4	5	0	0	0	1	0.63
Iasenza, Francesco	Mon	21	1	4	5	0	0	0	0	0.24
Lacombe, Thomas	BLB	27	1	4	5	0	0	0	0	0.19
Picard, Olivier	VdO	27	1	4	5	0	0	1	0	0.19
Jacques, Jérémy	BaC	28	1	4	5	0	0	0	0	0.18
Chouinard, Émile	BaC	33	1	4	5	0	0	0	0	0.15
Stewart, Sean	Cha	35	1	4	5	0	0	0	1	0.14
Fredette, Vincent N.	Chi	28	0	5	5	0	0	0	0	0.18
Schives, Dylan	BaC	28	0	5	5	0	0	0	0	0.18
D'Amours, Anthony	Rim	32	0	5	5	0	0	0	0	0.16
Ménard, Isaac	Sha	32	0	5	5	0	0	0	0	0.16
Kelly-Murphy, Logan	Cap	34	0	5	5	0	0	0	0	0.15
Mercier, Marc-Antoine	BaC	36	0	5	5	0	0	0	0	0.14
Campbell, Jack	Cap	38	0	5	5	0	0	0	0	0.13
Carruthers, Leighton	SNB	30	3	1	4	1	0	0	0	0.13
MacKinnon, Evan	Rim	9	2	2	4	0	0	1	0	0.44
Little, Michael	Dru	27	2	2	4	1	0	1	0	0.15
Tremblay, Félix	Cha	30	2	2	4	0	0	0	0	0.13
Robitaille, William	Hal	20	1	3	4	0	0	0	0	0.20
