Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Watts, Brayden	PA	61	29	32	61	6	0	3	2	1.00
McCartney, Ben	BDN	61	25	36	61	5	0	10	0	1.00
Tracey, Brayden	VIC	52	22	39	61	3	2	4	1	1.17
Gricius, Jake	POR	63	21	40	61	3	0	1	3	0.97
Toporowski, Luke	SPO	62	29	31	60	3	0	2	2	0.97
Greig, Ridly	BDN	56	26	34	60	4	1	4	4	1.07
Krebs, Peyton	WPG	38	12	48	60	5	1	2	3	1.58
Guenther, Dylan	EDM	58	26	33	59	3	0	5	2	1.02
Smith, Ty	SPO	46	19	40	59	1	0	4	2	1.28
Novak, Pavel	KEL	55	25	33	58	5	0	5	1	1.05
Barlage, Logan	LET	61	20	38	58	4	1	1	1	0.95
Martin, Max	KAM	61	14	44	58	1	0	5	2	0.95
Kukuca, Andrej	SEA	63	26	31	57	2	0	2	3	0.90
Mattson, Leif	SPO	63	23	34	57	4	0	4	4	0.90
Florchuk, Eric	VAN	58	21	36	57	4	1	1	4	0.98
Pratt, Austin	REG	63	20	37	57	2	1	4	0	0.90
Wiesblatt, Orca	CGY	64	20	37	57	5	0	3	2	0.89
Finley, Jack	SPO	61	19	38	57	3	2	2	6	0.93
Focht, Carson	CGY	61	32	24	56	4	3	5	3	0.92
Reinhardt, Cole	BDN	56	31	24	55	4	1	8	2	0.98
Haden, Gary	VIC	62	25	30	55	3	0	5	1	0.89
Sourdif, Justin	VAN	57	26	28	54	6	1	2	3	0.95
Walford, Scott	SAS	61	12	42	54	2	0	1	0	0.89
Wedman, Matthew	KEL	54	23	30	53	4	1	6	1	0.98
Sillinger, Cole	MH	48	22	31	53	1	0	4	3	1.10
Fizer, Tarun	VIC	57	19	34	53	2	0	3	2	0.93
Williams, Josh	EDM	64	25	27	52	5	1	3	3	0.81
Usau, Ilya	PA	58	22	30	52	1	0	4	6	0.90
Byram, Bowen	VAN	50	14	38	52	1	0	1	2	1.04
Addison, Calen	LET	50	10	42	52	2	0	1	0	1.04
Preziuso, Tyler	VAN	62	26	25	51	4	0	2	3	0.82
Moe, Spencer	PA	64	19	32	51	1	0	4	2	0.80
Bains, Arshdeep	RD	63	18	33	51	4	2	3	0	0.81
Pederson, Owen	WPG	61	28	22	50	3	0	3	2	0.82
Christiansen, Jake	EVT	38	22	28	50	2	0	2	2	1.32
Denomie, Carson	REG	65	21	29	50	1	0	6	3	0.77
Davis, Brett	LET	57	25	24	49	2	0	2	3	0.86
Hanas, Cross	POR	60	22	27	49	3	2	4	3	0.82
McClennon, Connor	WPG	42	21	28	49	3	0	8	0	1.17
Král, Filip	SPO	53	12	37	49	4	1	3	0	0.92
Korczak, Kaedan	KEL	60	11	38	49	2	2	3	1	0.82
Stankoven, Logan	KAM	59	29	19	48	5	0	9	5	0.81
Maser, Josh	PG	62	29	19	48	2	1	8	3	0.77
Wouters, Chase	SAS	63	26	22	48	5	3	3	0	0.76
Holmes, Robbie	REG	57	19	29	48	4	1	0	2	0.84
Roman, Milos	VAN	62	24	23	47	4	0	7	4	0.76
Oliver, Kaid	VIC	51	22	25	47	1	0	3	1	0.92
Hughes, Bear	SPO	61	16	31	47	0	0	1	2	0.77
Robertson, Matthew	EDM	60	13	34	47	2	0	4	0	0.78
Wytinck, Zach	REG	59	9	38	47	0	0	1	1	0.80
King, Ben	RD	62	20	26	46	5	1	6	0	0.74
Jerome, D-Jay	SC	66	18	28	46	1	0	3	3	0.70
Woo, Jett	CGY	64	7	39	46	1	1	0	1	0.72
Pillar, Josh	KAM	63	14	30	44	2	0	5	1	0.70
Bouchard, Connor	TC	54	10	34	44	1	0	0	3	0.81
Plouffe, Dylan	MH	63	9	35	44	1	0	1	3	0.70
Lang, Martin	MJ	57	15	28	43	1	0	5	0	0.75
Larson, Cordel	SPO	63	15	28	43	1	0	3	4	0.68
Barteaux, Dawson	WPG	62	10	32	42	0	0	0	1	0.68
Schneider, Braden	BDN	60	7	35	42	3	0	0	1	0.70
Tarzwell, Josh	RD	63	32	9	41	3	1	9	3	0.65
Jeri-Leon, Keltie	SEA	63	23	18	41	6	0	2	1	0.65
Kolle, Ty	EVT	60	22	19	41	4	0	4	2	0.68
Hopwo, Corson	MH	62	15	26	41	3	0	2	4	0.66
Kneen, Nolan	SAS	61	12	28	40	4	0	0	0	0.66
Guhle, Kaiden	PA	64	11	29	40	3	0	5	0	0.63
King, Noah	SPO	64	6	34	40	0	0	0	1	0.63
Roulette, Conner	SEA	54	19	20	39	1	0	2	2	0.72
Souch, Carter	EDM	64	18	21	39	4	0	1	4	0.61
Mount, Payton	SEA	62	15	24	39	4	1	0	0	0.63
Stuart, Brodi	KAM	63	9	30	39	3	0	0	0	0.62
Nychuk, Chad	BDN	63	7	32	39	2	0	3	0	0.62
McKay, Riley	SAS	62	19	19	38	3	0	2	1	0.61
Svejkovsky, Lukas	MH	52	18	20	38	2	0	3	2	0.73
Cutler, Brandon	VIC	62	17	21	38	5	0	1	4	0.61
McIndoe, Ethan	EDM	58	16	22	38	3	0	3	1	0.66
Hausinger, Cameron	RD	61	13	25	38	2	0	2	0	0.62
Baker, Daniel	MH	62	13	25	38	2	0	2	0	0.61
Gutenberg, Connor	BDN	63	15	22	37	1	0	1	3	0.59
Moberg, Cole	PG	58	13	24	37	1	1	0	0	0.64
Kope, David	EDM	59	13	24	37	2	0	2	1	0.63
Schmiemann, Quinn	KAM	60	5	32	37	1	0	0	0	0.62
Leppard, Jackson	WPG	56	20	16	36	2	0	3	3	0.64
Berezowski, Jackson	EVT	61	18	18	36	6	0	1	1	0.59
Prokop, Josh	CGY	57	15	21	36	2	1	1	2	0.63
Gut, Michal	EVT	51	13	23	36	4	1	2	1	0.71
Hall, Justin	LET	61	13	23	36	1	0	1	1	0.59
Fromm-Delorme, Robbie	POR	55	10	26	36	3	0	1	2	0.65
Hardy, Owen	MJ	44	22	13	35	1	0	4	1	0.80
Alistrov, Vladimir	EDM	57	19	16	35	2	0	1	1	0.61
Douglas, Chris	RD	63	12	23	35	2	1	2	1	0.56
Nijhoff, Logan	REG	61	16	18	34	0	0	1	1	0.56
Stringer, Zack	LET	48	11	23	34	1	0	1	3	0.71
Brown, Elijah	MH	50	10	24	34	1	0	2	1	0.68
Knak, Simon	POR	49	9	25	34	2	0	2	1	0.69
Schoettler, Ryan	PG	61	3	31	34	2	1	0	0	0.56
McCallum, Lynden	BDN	59	18	15	33	0	0	3	2	0.56
Foote, Nolan	KEL	27	15	18	33	4	1	2	1	1.22
Bruggen-Cate, Conner	SEA	62	14	19	33	1	0	3	1	0.53
Milne, Mikey	WPG	53	13	20	33	1	0	3	0	0.62
Topping, Kyle	KEL	33	12	21	33	2	0	2	0	1.00
Joseph, Jadon	TC	64	12	21	33	1	1	3	0	0.52
Wilson, Koletrane	LET	62	8	25	33	1	0	3	0	0.53
Prowse, Mitch	VIC	64	3	30	33	1	0	1	0	0.52
Krane, Riley	REG	61	16	16	32	1	0	5	0	0.52
Olson, Kyle	CGY	30	13	19	32	1	1	3	2	1.07
Mikhalchuk, Vladislav	PG	40	12	20	32	0	0	2	1	0.80
Lambos, Carson	WPG	57	8	24	32	3	0	1	1	0.56
Seeley, Ronan	EVT	63	3	29	32	1	0	3	0	0.51
Hamaliuk, Dillon	KEL	56	15	16	31	3	2	1	0	0.55
Hrabik, Krystof	TC	42	14	17	31	0	0	4	0	0.74
Peterek, Jonas	KEL	55	13	18	31	1	0	4	1	0.56
Rempe, Matthew	SEA	47	12	19	31	1	0	4	0	0.66
Rybinski, Henrik	SEA	53	11	20	31	1	1	3	0	0.58
Evans, Ryker	REG	63	7	24	31	2	0	0	1	0.49
Kaluski, Jaxan	SC	44	19	11	30	0	0	3	0	0.68
O'Brien, Jack	POR	55	14	16	30	1	0	0	3	0.55
Mannek, Mason	POR	62	12	18	30	2	0	0	1	0.48
Gilliss, Lane	POR	63	12	18	30	5	0	1	2	0.48
Lee, Jake	KEL	60	5	25	30	1	0	2	0	0.50
Clayton, Cole	MH	63	2	28	30	0	0	0	0	0.48
Kambeitz, Dino	LET	52	16	13	29	4	1	5	0	0.56
Derungs, Keanu	VIC	57	15	14	29	3	0	1	0	0.51
Regnier, Ethan	EVT	59	14	15	29	1	0	2	2	0.49
Kozak, Tyson	POR	63	13	16	29	1	0	2	2	0.46
Shepard, Cole	VAN	50	11	18	29	2	0	0	3	0.58
Dach, Colton	SAS	62	11	18	29	0	0	2	1	0.47
Wheatcroft, Chase	LET	59	7	22	29	1	0	2	0	0.49
Grubbe, Jayden	RD	57	6	23	29	1	0	0	1	0.51
Miller, Carson	VIC	45	12	16	28	2	0	4	0	0.62
Sakowich, Ethan	RD	63	11	17	28	2	0	2	1	0.44
Patterson, Max	SEA	58	8	20	28	2	0	0	1	0.48
Zamula, Egor	CGY	28	7	21	28	0	0	4	1	1.00
Puutio, Kasper	EVT	56	5	23	28	0	0	0	2	0.50
Sander, Jack	PG	60	4	24	28	0	0	1	0	0.47
De La Gorgendiere, Aidan	SAS	63	4	24	28	0	0	0	0	0.44
Prefontaine, Ty	LET	63	3	25	28	0	0	0	0	0.44
Van De Leest, Jackson	CGY	64	3	25	28	0	0	0	0	0.44
Brinkman, Jonathan	MH	56	13	14	27	3	0	3	1	0.48
Huo, Samuel	TC	60	12	15	27	2	0	0	1	0.45
Hanus, Clay	POR	59	10	17	27	2	1	1	1	0.46
Sopotyk, Kyrell	KAM	43	9	18	27	2	0	2	1	0.63
Bowman, Nick	TC	51	9	18	27	0	0	0	2	0.53
Kubicek, Simon	SEA	52	7	20	27	0	0	2	1	0.52
Zloty, Benjamin	WPG	54	4	23	27	0	0	0	1	0.50
Lambert, Edge	TC	59	17	9	26	1	0	4	0	0.44
Schultz, Phillip	VIC	46	16	10	26	2	0	6	2	0.57
Fasko-Rudas, Martin	SAS	40	14	12	26	3	0	1	1	0.65
Atkinson, Scott	EDM	60	13	13	26	3	0	2	2	0.43
Muir, Cole	WPG	63	11	15	26	0	0	2	2	0.41
Gavlas, Parker	MH	57	5	21	26	1	0	0	2	0.46
Harsch, Reece	WPG	62	3	23	26	0	0	1	0	0.42
Swetlikoff, Alex	KEL	63	13	12	25	2	0	1	1	0.40
Boyko, Noah	LET	47	10	15	25	1	0	2	1	0.53
Lockner, Bryan	MH	59	10	15	25	1	0	0	1	0.42
Fairbrother, Gianni	EVT	37	5	20	25	0	0	0	2	0.68
Thacker, Alex	LET	55	4	21	25	2	0	1	0	0.45
King, Michael	SPO	64	13	11	24	3	0	2	1	0.38
Ostir, Hayden	SC	50	10	14	24	0	0	0	1	0.48
Colina, Ilijah	PG	49	9	15	24	3	0	1	0	0.49
Koffer, Filip	PG	59	9	15	24	0	0	1	0	0.41
Daley, Caiden	SAS	57	7	17	24	1	0	0	0	0.42
McDonald, Conner	KEL	47	6	18	24	1	0	1	0	0.51
Huber, Zach	SAS	61	15	8	23	1	0	3	2	0.38
Smallwood, Jakin	WPG	63	14	9	23	3	0	1	3	0.37
Ginnell, Brad	SPO	50	13	10	23	0	0	2	1	0.46
McCarry, Nick	MH	58	13	10	23	0	0	0	0	0.40
Bowie, Connor	PG	62	12	11	23	2	0	0	3	0.37
Keeler, Liam	EDM	63	12	11	23	1	0	1	3	0.37
Upper, Tyson	PG	62	8	15	23	2	0	2	1	0.37
Vitelli, Reece	PA	63	8	15	23	0	0	0	1	0.37
Nachbaur, Justin	PA	64	8	15	23	2	0	1	1	0.36
McNabb, Cyle	MH	55	7	16	23	0	0	1	0	0.42
Hayes, Zack	PA	60	7	16	23	2	0	3	1	0.38
Zazula, Luke	TC	53	6	17	23	0	0	3	0	0.43
Kosior, Landon	PA	64	5	18	23	0	0	1	0	0.36
Prokop, Luke	CGY	59	4	19	23	0	0	0	0	0.39
Bulych, Aiden	SC	62	14	8	22	0	0	2	0	0.35
Smith, Zak	RD	62	12	10	22	0	0	2	0	0.35
Brøndberg, Jonas	POR	50	9	13	22	2	0	4	1	0.44
Herman, Evan	PA	59	9	13	22	0	0	0	2	0.37
Pierce, Duncan	BDN	58	8	14	22	2	0	3	2	0.38
Dubinsky, Cole	REG	58	6	16	22	1	1	0	0	0.38
Russell, Bobby	SPO	58	6	16	22	2	0	1	0	0.38
Hartje, Chase	MJ	60	5	17	22	1	1	1	1	0.37
Bafaro, Seth	VAN	62	4	18	22	0	0	1	1	0.35
Cap, Ethan	EDM	64	4	18	22	1	0	0	0	0.34
Stewart, Samuel	EDM	60	3	19	22	0	0	0	0	0.37
Kannok Leipert, Alex	VAN	62	3	19	22	0	0	2	0	0.35
Kinder, Nino	WPG	49	11	10	21	0	0	1	1	0.43
Alarie, Eric	MJ	61	7	14	21	1	0	2	0	0.34
Smithies, Tyler	SC	52	5	16	21	0	0	2	0	0.40
Zabransky, Libor	KAM	52	4	17	21	2	0	0	1	0.40
Iorio, Vincent	BDN	59	4	17	21	0	0	0	1	0.36
McLeod, Wyatt	EDM	48	3	18	21	0	0	1	0	0.44
Strange, Sean	KAM	63	3	18	21	0	0	1	0	0.33
Palivko, Danila	LET	62	2	19	21	1	0	0	0	0.34
Hooker, Jonny	PG	58	14	6	20	1	0	4	0	0.34
Stevenson, Blake	TC	47	10	10	20	0	0	1	0	0.43
Kvasnica, Michal	VAN	38	9	11	20	2	0	2	0	0.53
Doust, Logan	MJ	62	9	11	20	1	0	1	0	0.32
Bankier, Caedan	KAM	55	7	13	20	0	0	0	0	0.36
Jones, Jett	LET	61	7	13	20	0	0	1	1	0.33
Onyebuchi, Montana	KAM	62	7	13	20	0	0	1	0	0.32
Farren, Michael	KEL	41	6	14	20	0	0	2	0	0.49
Wright, Garrett	MJ	60	4	16	20	0	0	0	0	0.33
Smith, Zack	REG	51	12	7	19	1	0	1	0	0.37
Fiddler-Schultz, Riley	CGY	44	9	10	19	4	0	1	1	0.43
Butt, Dawson	EVT	51	9	10	19	4	0	3	1	0.37
Liwiski, Mark	KEL	55	8	11	19	0	0	1	0	0.35
Shepard, Jackson	VAN	62	7	12	19	2	0	0	1	0.31
Ernst, Ethan	KEL	58	6	13	19	0	0	0	1	0.33
Browne, Ethan	PG	36	5	14	19	1	0	1	1	0.53
Sedoff, Christoffer	RD	61	5	14	19	0	0	0	0	0.31
Orzeck, Nolan	WPG	61	4	15	19	1	0	3	0	0.31
Quigley, Matthew	POR	62	2	17	19	0	0	0	0	0.31
Englot, Drew	REG	56	12	6	18	1	0	1	0	0.32
Bjorklund, Paycen	TC	49	10	8	18	2	0	2	0	0.37
Luypen, Jalen	EDM	64	9	9	18	2	0	1	2	0.28
Gurney, Justyn	EVT	60	6	12	18	1	0	1	2	0.30
Thorpe, Ty	BDN	60	6	12	18	0	0	0	1	0.30
Rhinehart, Rhett	SAS	57	3	15	18	1	0	1	0	0.32
Williams, Owen	SEA	63	2	16	18	0	0	0	0	0.29
Gulka, Sean	VIC	43	9	8	17	2	0	0	2	0.40
Sekundiak, Marcus	BDN	63	9	8	17	2	0	0	1	0.27
Gervais, Kishaun	POR	31	8	9	17	0	0	2	0	0.55
Wiebe, Jaxsen	RD	52	8	9	17	0	0	2	0	0.33
Melin, Dallon	RD	63	8	9	17	2	0	1	1	0.27
Chorney, Carter	REG	54	7	10	17	0	0	1	1	0.31
Alkhimov, Sergei	SC	62	7	10	17	1	0	0	1	0.27
Toman, Matéj	SC	60	6	11	17	0	0	3	0	0.28
Van Impe, Eric	MH	63	4	13	17	0	0	0	2	0.27
Comrie, Sean	KEL	35	3	14	17	0	0	0	0	0.49
Bauer, Tyrel	SEA	60	3	14	17	0	0	1	1	0.28
Krebs, Dakota	CGY	64	3	14	17	1	0	2	0	0.27
Sward, Graham	SPO	55	2	15	17	0	0	0	1	0.31
Morozoff, Alex	SAS	54	11	5	16	2	0	2	3	0.30
Kindree, Liam	KEL	33	8	8	16	2	1	1	1	0.48
Davidson, Jared	SEA	59	8	8	16	0	0	2	0	0.27
Hayes, Cade	MJ	48	7	9	16	0	0	1	0	0.33
Katzalay, Holden	VAN	39	6	10	16	0	0	2	1	0.41
Longo, Trevor	VAN	52	6	10	16	2	0	1	1	0.31
Perepeluk, Reid	BDN	54	6	10	16	0	0	2	0	0.30
Baragano, Inaki	KAM	60	5	11	16	3	0	0	1	0.27
Poole, Jake	KEL	59	4	12	16	0	0	0	0	0.27
Warm, Will	VIC	54	3	13	16	1	0	0	1	0.30
Schmiemann, Dom	BDN	55	2	14	16	2	0	1	0	0.29
Klassen, Gabe	POR	30	7	8	15	0	0	0	3	0.50
Nash, Ty	LET	59	6	9	15	0	0	1	0	0.25
Seminoff, Matthew	KAM	48	5	10	15	2	0	1	1	0.31
Isley, Jace	RD	49	5	10	15	1	0	0	0	0.31
Price, Jalen	EVT	57	5	10	15	0	0	2	0	0.26
Sedov, Nikita	REG	58	5	10	15	0	0	0	0	0.26
Chiasson, Jake	BDN	60	5	10	15	1	0	0	0	0.25
Lambos, Jonny	BDN	62	5	10	15	0	0	0	0	0.24
Bulych, Kaleb	SC	65	4	11	15	0	0	1	0	0.23
Salame, Neithan	BDN	61	3	12	15	0	0	0	2	0.25
Nolan, Kade	POR	48	2	13	15	0	0	1	0	0.31
Feist, Tyson	KEL	54	2	13	15	0	0	1	0	0.28
Hunt, Daemon	MJ	28	0	15	15	0	0	0	0	0.54
Popple, Tate	MJ	53	11	3	14	2	0	0	1	0.26
Kohner, Mitch	PG	59	8	6	14	2	0	3	1	0.24
Sorensen, Keaton	RD	53	7	7	14	0	0	0	1	0.26
Anderson, Baxter	MH	63	7	7	14	2	0	1	0	0.22
Atchison, Erik	SPO	58	6	8	14	0	0	2	1	0.24
Wong, Trevor	KEL	58	6	8	14	0	0	1	1	0.24
