Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Sushko, Maksim	OS	60	31	29	60	5	0	2	3	1.00
Sherwood, Kole	KIT	57	30	30	60	7	1	5	4	1.05
Michnac, Albert	MISS	59	21	39	60	2	0	7	1	1.02
Hayton, Barrett	SSM	63	21	39	60	5	0	3	4	0.95
Moore, Ryan	HAM	63	18	42	60	3	0	4	1	0.95
Magwood, Zachary	BAR	65	27	32	59	4	1	6	2	0.91
Dellandrea, Ty	FLNT	67	27	32	59	5	1	5	1	0.88
Willms, Jason	BAR	68	27	32	59	4	0	3	2	0.87
Lodnia, Ivan	ER	62	22	37	59	3	0	8	0	0.95
Hillis, Cam	GUE	60	20	39	59	3	1	2	1	0.98
Salinitri, Anthony	SAR	67	27	31	58	3	0	3	5	0.87
Vilardi, Gabriel	KGN	32	22	36	58	0	0	2	3	1.81
Caamano, Nicholas	HAM	64	25	32	57	4	0	3	3	0.89
Dunkley, Nathan	LDN	60	21	36	57	2	0	5	4	0.95
Barron, Travis	OTT	67	21	36	57	0	0	4	2	0.85
Szypula, Ethan	OS	67	19	37	56	3	2	4	3	0.84
Hollowell, Mac	SSM	63	12	44	56	2	0	0	1	0.89
Huether, Kenny	OSH	67	30	24	54	6	0	4	3	0.81
Ernst, Jordan	SAR	68	27	27	54	4	0	3	3	0.79
Kohn, Mason	SAG	64	20	34	54	4	1	3	1	0.84
Noel, Serron	OSH	62	28	25	53	2	1	8	2	0.85
Fox, Trent	MISS	60	24	29	53	2	1	2	4	0.88
Crawford, Marcus	SAG	68	13	40	53	5	1	3	1	0.78
DeNoble, Logan	PBO	59	31	21	52	2	1	5	2	0.88
Keating, Austen	OTT	66	24	28	52	2	0	1	3	0.79
Pezzetta, Michael	SAR	62	23	29	52	1	0	1	2	0.84
Brassard, Matt	OSH	67	16	35	51	2	1	0	2	0.76
Der-Arguchintsev, Semyon	PBO	68	12	39	51	1	0	3	2	0.75
Bunnaman, Connor	KIT	66	27	23	50	6	0	1	1	0.76
Coskey, Cole	SAG	68	27	23	50	4	1	6	5	0.74
McKenzie, Brett	OS	64	22	27	49	2	0	4	3	0.77
Purboo, Cole	WSR	68	21	28	49	2	0	1	4	0.72
Durzi, Sean	OS	40	15	34	49	3	1	1	0	1.23
Kaliyev, Arthur	HAM	68	31	17	48	3	1	3	4	0.71
Formenton, Alex	LDN	48	29	19	48	6	1	5	2	1.00
Singer, Danial	NIAG	67	26	22	48	4	0	3	1	0.72
Gadjovich, Jonah	OS	42	25	23	48	0	0	5	3	1.14
Brown, Logan	KIT	32	22	26	48	0	0	1	3	1.50
Corneil, Johnny	NIAG	64	21	27	48	3	1	3	2	0.75
Smith, Jake	WSR	59	20	28	48	3	0	4	1	0.81
Studenic, Marian	HAM	62	20	28	48	6	0	2	0	0.77
Gleason, Benjamin	HAM	63	9	39	48	2	0	1	3	0.76
Gogolev, Pavel	PBO	66	30	17	47	4	0	3	1	0.71
Leufvenius, Hugo	SAR	68	19	28	47	1	0	1	1	0.69
Peca, Jaden	BAR	64	16	31	47	2	0	1	1	0.73
Day, Sean	KGN	50	5	42	47	1	0	0	1	0.94
Douglas, Curtis	WSR	66	22	24	46	2	0	4	2	0.70
Headrick, Owen	ER	64	13	33	46	1	0	1	0	0.72
Struthers, Matthew	NB	62	23	22	45	3	0	2	3	0.73
Sandin, Rasmus	SSM	51	12	33	45	1	0	1	0	0.88
Carter, Cole	MISS	66	24	20	44	5	0	2	4	0.67
Murray, Blake	SBY	57	21	23	44	0	0	2	1	0.77
Jenkins, Blade	SAG	68	20	24	44	2	0	2	5	0.65
McLeod, Michael	MISS	38	16	28	44	2	0	0	3	1.16
Suzuki, Ryan	BAR	64	14	30	44	1	0	2	0	0.69
Keane, Joey	BAR	62	12	32	44	2	0	1	0	0.71
McFadden, Garrett	GUE	68	6	38	44	0	0	0	0	0.65
Giroux, Damien	SAG	68	19	24	43	1	0	4	2	0.63
Lajeunesse, Troy	ER	60	15	28	43	0	0	3	1	0.72
Hinz, Brady	PBO	68	18	24	42	4	1	3	1	0.62
Neumann, Brett	KGN	68	18	24	42	3	0	4	1	0.62
Stanley, Logan	KIT	61	15	27	42	1	0	1	3	0.69
Thilander, Adam	NB	68	12	30	42	2	0	1	0	0.62
Lyszczarczyk, Alan	OS	59	21	20	41	5	0	2	1	0.69
Hawel, Liam	GUE	62	14	27	41	0	0	2	1	0.66
Timmins, Conor	SSM	36	8	33	41	1	1	0	0	1.14
Fergus, TJ	BAR	64	7	34	41	0	0	0	2	0.64
Foudy, Liam	LDN	65	24	16	40	4	2	6	3	0.62
Boka, Luke	WSR	64	15	25	40	2	1	5	0	0.63
Clark, Kody	OTT	56	18	21	39	5	3	2	1	0.70
Toropchenko, Alexey	GUE	66	17	22	39	3	0	1	0	0.59
Schnarr, Nate	GUE	57	16	23	39	1	0	4	0	0.68
Lipanov, Alexey	SBY	55	14	25	39	1	0	4	1	0.71
Sambrook, Jordan	SSM	67	10	29	39	1	0	1	1	0.58
Phillips, Markus	OS	68	10	29	39	2	2	1	0	0.57
Schlichting, Connor	SAR	67	6	33	39	0	0	1	1	0.58
Krastenbergs, Renars	OSH	61	21	17	38	2	0	4	1	0.62
Josling, Sean	SAR	68	21	17	38	3	0	5	2	0.56
Entwistle, MacKenzie	HAM	49	13	25	38	3	0	4	1	0.78
Damiani, Riley	KIT	64	19	18	37	5	0	4	1	0.58
Philip, Matthew	NIAG	68	16	21	37	4	1	2	0	0.54
Fellows, Patrick	ER	68	12	25	37	1	0	0	1	0.54
Sproviero, Franco	SAR	64	10	27	37	1	0	2	1	0.58
Carroll, Noah	SSM	65	7	30	37	0	0	0	1	0.57
Ralph, Cedric	GUE	68	24	12	36	7	3	3	3	0.53
Poddubnyi, Gera	ER	65	18	18	36	2	0	2	3	0.55
Howdeshell, Keeghan	SSM	61	16	20	36	4	0	2	1	0.59
Roberts, Connor	FLNT	66	18	17	35	0	0	1	4	0.53
McEwan, James	GUE	64	13	22	35	3	1	1	0	0.55
Nizhnikov, Kirill	SBY	63	10	25	35	1	0	0	0	0.56
Timms, Matthew	PBO	46	3	32	35	0	0	0	0	0.76
Rollo, Tyler	LDN	62	12	22	34	4	0	2	2	0.55
Samorukov, Dmitri	GUE	62	11	23	34	1	0	0	1	0.55
Lyle, Brady	OS	63	11	23	34	2	0	3	0	0.54
Smereck, Jalen	FLNT	46	10	24	34	2	2	1	0	0.74
Nichol, Ted	KGN	68	7	27	34	1	0	2	1	0.50
Stillman, Riley	HAM	62	5	29	34	1	0	1	0	0.55
Cascagnette, Jacob	OTT	64	17	16	33	3	0	2	0	0.52
Cranford, Ryan	KGN	68	16	17	33	3	0	3	2	0.49
Robertson, Nick	PBO	62	15	18	33	1	0	2	1	0.53
Roth, Ryan	SSM	68	15	18	33	1	0	3	2	0.49
Pilon, Darian	SBY	62	13	20	33	0	0	0	1	0.53
Golod, Maxim	ER	61	12	21	33	1	0	3	1	0.54
Bulitka, Shane	SBY	67	10	23	33	1	0	2	0	0.49
Hoefenmayer, Noel	OTT	65	7	26	33	1	1	0	0	0.51
Rasanen, Eemeli	KGN	61	5	28	33	0	0	1	1	0.54
Candella, Cole	SBY	68	5	28	33	0	0	0	1	0.49
MacDougall, Mathew	WSR	66	17	15	32	5	1	3	1	0.48
McGregor, Ryan	SAR	50	13	19	32	3	0	1	1	0.64
Ham, Liam	NIAG	63	6	26	32	0	0	0	1	0.51
Hugg, Rickard	KIT	66	6	26	32	1	0	0	2	0.48
Chenier, Brad	NB	66	17	14	31	3	1	3	0	0.47
Gallant, Zach	PBO	54	16	15	31	1	0	3	2	0.57
Antropov, Danil	OSH	59	15	16	31	2	0	1	1	0.53
Henderson, Jake	NB	68	13	18	31	4	1	1	2	0.46
Kirwin, Barret	GUE	68	13	18	31	0	0	4	2	0.46
Liška, Adam	KIT	62	12	19	31	1	0	3	0	0.50
Murray, Justin	BAR	62	6	25	31	0	0	4	0	0.50
Smith, Givani	KIT	46	17	13	30	3	0	2	3	0.65
Nurse, Isaac	HAM	68	17	13	30	0	0	1	2	0.44
McCool, Hayden	OSH	59	15	15	30	2	0	2	3	0.51
Meireles, Greg	KIT	55	13	17	30	1	0	3	1	0.55
Gritz, Alex	ER	67	13	17	30	0	0	4	1	0.45
Mattinen, Nicolas	HAM	64	8	22	30	1	0	2	0	0.47
Durham, Jake	FLNT	68	8	22	30	0	0	1	1	0.44
McEneny, Austin	KIT	61	6	24	30	1	0	0	1	0.49
Brahaney, Jakob	KGN	67	5	25	30	0	0	0	0	0.45
Friend, Jacob	OS	61	3	27	30	0	0	0	0	0.49
Burnie, Tyler	KGN	55	17	12	29	2	0	3	2	0.53
Paquette, Christopher	PBO	61	16	13	29	2	1	2	1	0.48
Pilon, Drake	SBY	63	16	13	29	3	0	1	0	0.46
Levin, David	SBY	46	14	15	29	1	0	1	3	0.63
Timleck, Adam	PBO	39	13	16	29	2	0	2	1	0.74
Clarke, C.J.	FLNT	66	16	12	28	0	0	1	0	0.42
Little, Michael	MISS	65	14	14	28	2	0	3	0	0.43
MacLean, Kyle	OSH	44	10	18	28	1	0	1	0	0.64
Hoelscher, Mitchell	OTT	67	10	18	28	0	0	1	0	0.42
McMaster, Adam	NB	64	9	19	28	2	1	3	1	0.44
Roberts, Elijah	NIAG	64	8	20	28	1	0	0	1	0.44
Hawerchuk, Ben	BAR	52	12	15	27	2	1	1	4	0.52
Castleman, Oliver	NIAG	64	12	15	27	1	0	3	2	0.42
Grondin, Max	SAG	66	11	16	27	1	0	1	0	0.41
Busdeker, DJ	SAG	68	10	17	27	0	0	0	1	0.40
Landry, Kade	HAM	61	4	23	27	0	0	0	0	0.44
Davis, Hayden	SAG	68	4	23	27	1	0	1	0	0.40
Wong, Nick	OSH	63	17	9	26	3	0	1	2	0.41
Fowler, Hayden	ER	61	12	14	26	1	1	2	0	0.43
McHugh, Nick	KIT	66	11	15	26	1	0	1	1	0.39
Lemcke, Justin	HAM	59	9	17	26	3	0	1	2	0.44
Tymkin, Cole	LDN	58	8	18	26	2	0	1	1	0.45
Moskal, Billy	LDN	66	7	19	26	1	0	0	1	0.39
Vallati, Giovanni	KIT	65	3	23	26	1	0	1	0	0.40
Clarke, Graeme	OTT	63	14	11	25	2	0	1	1	0.40
Carson, Macauley	SBY	48	11	14	25	1	0	2	0	0.52
Harrogate, Brendan	OSH	54	10	15	25	1	0	0	1	0.46
Girhiny, Christian	ER	56	10	15	25	1	0	0	0	0.45
Gilmour, Brady	SAG	41	9	16	25	2	1	1	0	0.61
Potts, Kyle	NB	61	9	16	25	2	0	2	0	0.41
Gordeev, Fedor	FLNT	67	8	17	25	2	2	1	0	0.37
Regula, Alec	LDN	67	7	18	25	0	0	2	0	0.37
Stratis, Peter	SBY	67	6	19	25	0	0	1	1	0.37
Jones, Max	KGN	31	19	5	24	2	0	2	4	0.77
Hotchkiss, Matt	KGN	68	14	10	24	1	0	2	2	0.35
Dow, Bobby	PBO	63	12	12	24	1	0	3	0	0.38
Rhodes, Kyle	SBY	57	10	14	24	1	0	1	0	0.42
Popov, Sergey	LDN	63	10	14	24	1	0	1	1	0.38
Moncada, Luke	NB	67	9	15	24	0	0	2	1	0.36
Robinson, Cade	OS	65	8	16	24	0	0	2	0	0.37
Tomasino, Philip	NIAG	61	5	19	24	4	0	0	0	0.39
Middleton, Keaton	SAG	64	4	20	24	2	0	0	0	0.38
Corcoran, Connor	WSR	63	3	21	24	0	0	1	1	0.38
Saban, Jesse	NB	68	3	21	24	1	0	0	0	0.35
Baker, Andy	NB	63	10	13	23	0	0	0	1	0.37
Coe, Brandon	NB	63	10	13	23	1	0	4	0	0.37
Larionov, Igor	WSR	32	6	17	23	0	0	3	0	0.72
Rippon, Merrick	OTT	68	4	19	23	0	0	0	0	0.34
Tucker, Tyler	BAR	59	3	20	23	0	0	0	0	0.39
Calvas, Theo	SAR	68	3	20	23	0	0	0	1	0.34
Kutkevicius, Luke	WSR	40	13	9	22	3	0	2	0	0.55
Henderson, Eric	OSH	66	7	15	22	0	0	2	1	0.33
McCourt, Riley	FLNT	56	5	17	22	1	0	0	0	0.39
Lalonde, Owen	GUE	67	1	21	22	0	0	0	0	0.33
Goldowski, Jake	SAG	40	11	10	21	2	0	2	0	0.53
Morgan, Cody	WSR	63	10	11	21	3	0	1	1	0.33
Bitten, Sam	OTT	68	7	14	21	1	0	1	0	0.31
Moverare, Jacob	MISS	32	3	18	21	0	0	0	0	0.66
Holmes, Hunter	FLNT	40	11	9	20	1	1	0	1	0.50
Everett, Caleb	SAG	58	6	14	20	0	0	1	0	0.34
Rees, Jamieson	SAR	46	5	15	20	0	0	1	1	0.43
Bruce, Riley	NB	67	5	15	20	0	0	0	0	0.30
Chisholm, Declan	PBO	47	3	17	20	0	0	2	0	0.43
Campbell, Chase	OS	57	3	17	20	0	0	0	0	0.35
Groulx, Daylon	OS	56	13	6	19	0	0	2	3	0.34
D'Amico, Daniel	WSR	59	12	7	19	3	1	3	0	0.32
O'Grady, Reagan	MISS	55	6	13	19	0	0	1	1	0.35
Sirman, William	WSR	66	6	13	19	1	0	1	1	0.29
Keppen, Ethan	FLNT	63	10	8	18	1	0	2	0	0.29
Carroll, Joe	SSM	53	9	9	18	2	0	1	0	0.34
Bollers, Kyle	SAG	56	8	10	18	0	0	4	1	0.32
Schwindt, Cole	MISS	66	8	10	18	0	0	1	0	0.27
Robertson, Carter	OTT	57	5	13	18	0	0	0	0	0.32
King, Nick	NB	60	3	15	18	0	0	0	1	0.30
Bahl, Kevin	OTT	58	1	17	18	0	0	0	0	0.31
Osmanski, Austin	PBO	65	1	17	18	0	0	0	0	0.28
DeMeo, Anthony	SSM	67	1	17	18	0	0	1	0	0.27
Johnson, Bradey	NIAG	55	11	6	17	3	0	4	1	0.31
Angle, Tyler	WSR	67	10	7	17	1	0	2	3	0.25
Poirier, Zach	GUE	54	8	9	17	0	0	3	0	0.31
Kislinger, Max	FLNT	58	8	9	17	0	0	1	1	0.29
Hutcheson, Nolan	SBY	62	8	9	17	2	0	0	0	0.27
Wismer, Jack	FLNT	67	8	9	17	1	0	1	0	0.25
Brown, Aidan	BAR	57	7	10	17	2	0	1	1	0.30
Playfair, Chris	WSR	66	5	12	17	2	0	0	0	0.26
Shankar, Zach	WSR	53	2	15	17	0	0	0	0	0.32
Bourque, Trenton	OS	62	0	17	17	0	0	0	0	0.27
MacPherson, Justin	NIAG	66	0	17	17	0	0	0	0	0.26
Stepien, Ryan	SAG	50	10	6	16	0	0	2	1	0.32
Boomhower, Shaw	OTT	39	9	7	16	2	0	1	0	0.41
Yetman, Chad	ER	56	9	7	16	2	0	2	0	0.29
McMichael, Connor	LDN	60	8	8	16	4	0	0	0	0.27
Wainman, Josh	ER	67	4	12	16	0	0	0	0	0.24
Grima, Nick	SAR	65	1	15	16	0	0	0	0	0.25
Nelson, Josh	LDN	65	8	7	15	1	0	1	0	0.23
True, Oliver	OTT	58	6	9	15	0	0	1	1	0.26
Washkurak, Keean	MISS	61	6	9	15	0	0	1	0	0.25
Katic, Danny	SAG	55	4	11	15	0	0	1	0	0.27
Paquette, Jacob	KGN	63	4	11	15	0	0	1	1	0.24
Allensen, Nathan	BAR	55	2	13	15	0	0	2	0	0.27
Harley, Thomas	MISS	62	1	14	15	0	0	0	0	0.24
Blaisdell, Doug	SBY	66	1	14	15	0	0	0	1	0.23
Tabak, Anthony	SBY	51	6	8	14	0	0	1	0	0.27
Canade, Nicholas	MISS	63	6	8	14	2	0	1	0	0.22
MacKay, Cole	SSM	42	5	9	14	0	0	2	0	0.33
Patry, Stephane	ER	50	5	9	14	1	0	0	1	0.28
Porco, Nicholas	SAG	57	5	9	14	1	0	1	0	0.25
Gross, Nico	OSH	58	4	10	14	0	0	0	1	0.24
Golden, Jacob	LDN	63	2	12	14	1	0	0	0	0.22
Hanley, Jack	HAM	63	2	12	14	0	0	0	0	0.22
Black, Alex	PBO	65	2	12	14	1	0	0	0	0.22
Wilson, Hudson	OTT	66	2	12	14	0	0	0	1	0.21
Primeau, Mason	GUE	60	7	6	13	0	0	1	0	0.22
Gilhula, Owen	SBY	52	6	7	13	1	0	3	0	0.25
Baker, Dawson	SBY	61	6	7	13	0	0	2	0	0.21
Whittaker, Richard	LDN	54	5	8	13	0	0	1	0	0.24
Sproule, Emmett	ER	56	5	8	13	0	0	0	0	0.23
Heitzner, Kyle	BAR	58	5	8	13	1	0	0	0	0.22
Starikov, Lev	WSR	66	5	8	13	0	0	0	0	0.20
Walters, Connor	HAM	56	3	10	13	0	0	1	0	0.23
Collins, Shane	LDN	58	3	10	13	1	0	1	0	0.22
Martin, Ryan	ER	53	2	11	13	0	0	1	0	0.25
Bignell, Luke	BAR	56	7	5	12	3	0	3	1	0.21
Yule, Quinn	OTT	60	6	6	12	2	0	0	0	0.20
