Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Haden, Gary	SAS	64	31	34	65	8	0	8	4	1.02
Addison, Calen	LET	67	11	54	65	0	0	1	1	0.97
Andrusiak, Zack	EVT	63	38	26	64	3	0	6	3	1.02
Focht, Carson	CGY	68	26	38	64	6	0	4	3	0.94
Foote, Nolan	KEL	66	36	27	63	4	1	4	4	0.95
Mattson, Leif	KEL	68	22	41	63	3	1	3	3	0.93
Loschiavo, Vince	EDM	63	37	25	62	11	1	2	4	0.98
Beckman, Adam	SPO	68	32	30	62	2	0	4	6	0.91
Gricius, Jake	POR	68	27	34	61	5	0	8	3	0.90
Kemp, Brett	MH	64	33	27	60	3	1	7	4	0.94
Roman, Milos	VAN	59	27	33	60	8	0	8	3	1.02
Elder, Kaden	CGY	69	27	33	60	3	1	7	4	0.87
Montgomery, Sean	PA	67	29	30	59	4	0	7	3	0.88
Newkirk, Reece	POR	68	23	36	59	5	0	5	2	0.87
Volcan, Nolan	SEA	58	27	30	57	5	0	4	2	0.98
Kukuca, Andrej	SEA	59	25	32	57	2	0	3	2	0.97
Stotts, Riley	CGY	62	19	38	57	4	1	3	1	0.92
Zamula, Egor	CGY	61	10	46	56	2	0	1	1	0.92
Chyzowski, Ryan	MH	65	27	28	55	5	1	4	2	0.85
McGrew, Jake	SPO	61	31	23	54	5	0	5	5	0.89
Paterson, Josh	POR	68	24	30	54	1	0	0	1	0.79
Hausinger, Cameron	RD	67	21	33	54	1	0	4	4	0.81
Benjafield, Quinn	EDM	54	15	39	54	2	0	5	3	1.00
Smith, Luc	SPO	64	28	25	53	2	0	5	4	0.83
Johnson, Reese	RD	67	27	26	53	3	2	3	0	0.79
Joseph, Jadon	VAN	68	22	31	53	2	0	4	1	0.78
Sawchuk, Riley	TC	67	20	33	53	1	0	2	2	0.79
White, Jaeger	KTN	67	28	24	52	4	0	4	0	0.78
Pratt, Austin	REG	68	25	26	51	2	0	5	0	0.75
Hrabik, Krystof	TC	63	21	30	51	1	0	3	1	0.81
Centazzo, Orrin	KAM	67	18	33	51	6	0	4	2	0.76
Reid, Nolan	SPO	68	17	34	51	1	0	2	1	0.75
Pachal, Brayden	PA	66	15	36	51	7	1	2	2	0.77
Mikhalchuk, Vladislav	PG	68	25	25	50	2	1	5	1	0.74
Florchuk, Eric	SAS	68	21	29	50	7	0	5	2	0.74
Preziuso, Tyler	MH	68	21	29	50	3	0	2	2	0.74
Davis, Brett	RD	65	20	30	50	1	0	0	1	0.77
McDonald, Conner	EDM	68	19	31	50	1	0	2	1	0.74
Hyman, Aaron	TC	68	10	40	50	1	1	1	0	0.74
Oliver, Kaid	VIC	58	27	22	49	3	1	3	3	0.84
Toporowski, Luke	SPO	67	21	28	49	2	1	1	1	0.73
Freadrich, Jared	POR	67	15	33	48	3	0	2	3	0.72
Gutenberg, Connor	BDN	67	16	31	47	1	1	3	0	0.70
Wylie, Wyatte	EVT	67	11	36	47	2	1	2	2	0.70
Walford, Scott	VIC	62	9	38	47	0	0	1	2	0.76
Loewen, Jermaine	KAM	59	28	18	46	3	0	1	3	0.78
Sourdif, Justin	VAN	64	23	23	46	3	0	4	4	0.72
Kryski, Jake	CGY	41	19	27	46	1	0	4	1	1.12
Nassen, Linus	MH	62	7	39	46	1	0	1	1	0.74
Reinhardt, Cole	BDN	67	22	23	45	2	1	4	3	0.67
Souch, Carter	EDM	68	10	35	45	0	0	1	2	0.66
Kneen, Nolan	SAS	55	6	39	45	1	0	0	1	0.82
De Wit, Jeff	RD	66	27	17	44	3	0	8	1	0.67
Coleman, Luke	CGY	68	20	24	44	0	0	1	3	0.65
Christiansen, Jake	EVT	67	12	32	44	3	0	2	1	0.66
Anderson-Dolan, Jaret	SPO	32	20	23	43	4	3	4	3	1.34
Zaytsev, Oleg	RD	66	13	30	43	2	1	2	1	0.65
Alexeyev, Alexander	RD	49	10	33	43	2	1	2	0	0.88
Sapego, Sergei	PA	58	10	33	43	2	0	3	2	0.74
Wytinck, Zach	BDN	65	5	38	43	1	1	0	0	0.66
Maser, Josh	PG	61	30	12	42	4	1	8	2	0.69
Jerome, D-Jay	VIC	68	23	19	42	7	1	4	3	0.62
McDonald, Kody	VIC	58	20	22	42	3	0	2	0	0.72
Martynov, Igor	VIC	61	11	31	42	2	0	2	1	0.69
McCartney, Ben	BDN	67	21	20	41	0	0	4	2	0.61
Mutala, Sasha	TC	65	20	21	41	4	1	2	1	0.63
Fyten, Andrew	EDM	60	18	23	41	4	2	2	2	0.68
Thomson, Lassi	KEL	63	17	24	41	3	1	4	0	0.65
Ginnell, Brad	KTN	68	16	25	41	0	0	1	0	0.60
Sutter, Riley	EVT	38	14	27	41	3	0	2	0	1.08
Martin, Max	PA	59	6	35	41	1	0	2	1	0.69
McIndoe, Ethan	SPO	63	16	24	40	3	0	2	2	0.63
Moberg, Cole	PG	61	13	27	40	1	0	5	0	0.66
Protas, Aliaksei	PA	61	11	29	40	2	0	2	3	0.66
Rybinski, Henrik	SEA	47	8	32	40	3	1	1	0	0.85
Jarvis, Seth	POR	61	16	23	39	3	1	1	0	0.64
Wiesblatt, Ozzy	PA	64	15	24	39	4	0	4	1	0.61
Barlage, Logan	LET	68	15	24	39	2	0	0	0	0.57
Wouters, Chase	SAS	68	15	24	39	4	0	0	1	0.57
Patterson, Max	EVT	63	14	25	39	2	0	2	2	0.62
Stuart, Brodi	KAM	68	20	18	38	3	0	2	2	0.56
Richards, Sean	SEA	59	16	22	38	4	0	3	2	0.64
Dmytriw, Jared	VAN	65	15	23	38	2	1	2	2	0.58
Cutler, Brandon	VIC	68	14	24	38	1	0	1	0	0.56
Watts, Brayden	VAN	57	12	26	38	3	0	2	3	0.67
Alistrov, Vladimir	EDM	62	12	26	38	2	0	1	0	0.61
Schultz, Phillip	VIC	60	19	17	36	2	0	1	5	0.60
Král, Filip	SPO	47	10	26	36	2	0	1	1	0.77
Fairbrother, Gianni	EVT	64	10	26	36	2	0	0	3	0.56
Nielsen, Tristen	VAN	57	14	21	35	2	0	1	1	0.61
Greig, Ridly	BDN	63	14	21	35	2	1	4	2	0.56
Plouffe, Dylan	VAN	63	8	27	35	1	0	2	0	0.56
Merezhko, Igor	LET	55	4	31	35	0	0	0	0	0.64
Gilliss, Lane	POR	68	15	19	34	0	0	3	2	0.50
Fizer, Tarun	VIC	68	13	21	34	2	0	3	2	0.50
Kindree, Liam	KEL	52	7	27	34	1	0	0	1	0.65
Barteaux, Dawson	RD	67	7	27	34	0	0	2	0	0.51
Atkinson, Scott	EDM	64	15	18	33	1	0	2	1	0.52
Williams, Josh	EDM	66	14	19	33	1	0	2	1	0.50
Lang, Martin	KAM	65	11	22	33	0	0	2	1	0.51
Moe, Spencer	PA	66	9	24	33	3	0	2	0	0.50
Robertson, Matthew	EDM	52	7	26	33	0	0	2	0	0.63
Yeryomenko, Vladislav	CGY	63	7	26	33	3	1	1	0	0.52
Korczak, Kaedan	KEL	68	4	29	33	0	0	0	0	0.49
Douglas, Chris	RD	68	15	17	32	1	0	1	2	0.47
Schoettler, Ryan	PG	67	4	28	32	0	0	1	0	0.48
Nachbaur, Justin	PA	64	19	12	31	0	0	2	3	0.48
Fasko-Rudas, Martin	EVT	60	15	16	31	1	0	4	2	0.52
Crnkovic, Kyle	SAS	52	11	20	31	1	1	3	0	0.60
Regnier, Ethan	SC	68	10	21	31	0	0	4	0	0.46
Browne, Ethan	PG	57	9	22	31	3	0	5	0	0.54
Schuldhaus, Brandon	SAS	62	8	23	31	0	0	0	0	0.50
Horning, Connor	SC	68	8	23	31	0	0	0	0	0.46
Bouchard, Connor	TC	68	7	24	31	1	0	0	1	0.46
Miller, Carson	VIC	70	14	16	30	1	0	3	1	0.43
Smallwood, Jakin	KTN	67	13	17	30	0	0	1	0	0.45
Tyszka, Jarret	SEA	41	8	22	30	4	1	0	0	0.73
McCorrister, Linden	BDN	45	14	15	29	3	0	3	2	0.64
McClennon, Connor	KTN	46	14	15	29	2	0	2	1	0.63
Roykas Marthinsen, Kristian	SAS	62	13	16	29	2	0	6	0	0.47
Dureau, Jaydon	POR	67	12	17	29	3	1	2	0	0.43
Leppard, Jackson	PG	67	10	19	29	1	0	3	1	0.43
Kolle, Ty	REG	64	16	12	28	2	0	2	1	0.44
Kope, David	EDM	61	14	14	28	2	0	1	3	0.46
Zawatsky, Alec	MJ	64	14	14	28	0	0	2	0	0.44
Tarzwell, Josh	RD	67	11	17	28	3	0	2	0	0.42
Kubicek, Simon	SEA	61	9	19	28	1	0	1	1	0.46
Prokop, Josh	CGY	65	9	19	28	3	1	1	1	0.43
Schmiemann, Quinn	KAM	58	5	23	28	1	1	0	0	0.48
Alkhimov, Sergei	REG	66	13	14	27	2	0	1	0	0.41
Curtis, Josh	PG	68	13	14	27	0	0	0	3	0.40
McKay, Riley	SAS	68	12	15	27	1	0	2	3	0.40
Vitelli, Reece	EVT	66	11	16	27	2	0	1	4	0.41
Muir, Cole	KTN	68	11	16	27	0	0	0	2	0.40
Mohr, Kobe	KAM	66	9	18	27	0	0	1	0	0.41
Hanus, Clay	POR	68	8	19	27	0	0	1	0	0.40
De Jong, Brendan	POR	51	7	20	27	1	1	2	0	0.53
Higson, Schael	KEL	49	4	23	27	1	0	1	0	0.55
Zazula, Luke	KAM	63	3	24	27	0	0	1	0	0.43
Hayes, Zack	PA	68	3	24	27	1	0	0	0	0.40
Taphorn, Keenan	MJ	67	15	11	26	1	0	2	2	0.39
Chorney, Carter	SC	62	14	12	26	2	0	6	0	0.42
Holmes, Robbie	EVT	50	12	14	26	1	0	4	0	0.52
Hamaliuk, Dillon	SEA	31	11	15	26	2	0	1	1	0.84
Brown, Elijah	MH	49	11	15	26	2	0	3	0	0.53
Pavlenko, Andrei	EDM	58	9	17	26	3	0	1	1	0.45
Lockner, Bryan	MH	62	9	17	26	1	0	1	0	0.42
Svejkovsky, Lukas	VAN	67	9	17	26	1	0	2	1	0.39
Hines, Dallas	VAN	63	8	18	26	1	0	1	0	0.41
Zimmerman, Cael	CGY	60	7	19	26	1	0	2	1	0.43
King, Ben	SC	48	5	21	26	0	0	1	0	0.54
Cap, Ethan	EDM	67	5	21	26	1	0	2	0	0.39
Khaira, Sahvan	EVT	67	3	23	26	0	0	0	0	0.39
Kiviniemi, Joona	SC	62	16	9	25	2	1	1	0	0.40
Bodak, Martin	KTN	58	11	14	25	0	0	1	0	0.43
Mannek, Mason	POR	68	11	14	25	2	0	1	2	0.37
Kambeitz, Dino	VIC	67	9	16	25	2	0	1	1	0.37
Robins, Tristen	SAS	68	9	16	25	1	0	3	2	0.37
Lakusta, Joel	PG	59	5	20	25	1	0	1	0	0.42
Krebs, Dakota	CGY	61	4	21	25	0	0	0	0	0.41
Smith, Zak	RD	67	13	11	24	2	0	0	2	0.36
Krane, Riley	REG	63	12	12	24	1	0	2	2	0.38
Neighbours, Jake	EDM	47	11	13	24	1	0	1	3	0.51
Schneider, Braden	BDN	58	8	16	24	0	0	1	1	0.41
Jeri-Leon, Keltie	SEA	64	8	16	24	0	0	2	1	0.38
Keeler, Liam	EDM	65	8	16	24	3	0	2	1	0.37
Rhinehart, Rhett	PG	68	5	19	24	0	0	2	0	0.35
Lee, Jake	SEA	67	3	21	24	0	0	1	1	0.36
Nagel, Tanner	SC	65	13	10	23	1	0	2	1	0.35
Hamaliuk, Dalton	MJ	66	4	19	23	0	0	0	0	0.35
Ostir, Hayden	MH	49	11	11	22	1	0	3	2	0.45
Daley, Caiden	BDN	68	9	13	22	1	0	0	1	0.32
Hanas, Cross	POR	67	8	14	22	0	0	3	0	0.33
Streu, Sebastian	REG	36	7	15	22	0	0	0	0	0.61
Christensen, Logan	MH	67	7	15	22	1	0	0	1	0.33
Pillar, Josh	KAM	68	7	15	22	2	0	2	0	0.32
Carpendale, Tyler	SEA	60	6	16	22	0	0	1	0	0.37
Shepard, Jackson	LET	66	5	17	22	1	0	0	1	0.33
Culling, Matthew	SC	68	11	10	21	0	0	0	0	0.31
Hardy, Owen	VAN	64	9	12	21	1	0	3	1	0.33
Mount, Payton	SEA	57	5	16	21	0	0	1	0	0.37
Prowse, Mitch	VIC	66	3	18	21	0	0	0	0	0.32
Van De Leest, Jackson	CGY	67	1	20	21	0	0	0	0	0.31
O'Rourke, Ethan	SC	67	11	9	20	0	0	1	1	0.30
Toman, Matéj	PG	66	9	11	20	2	0	0	0	0.30
Pierce, Duncan	REG	50	8	12	20	0	0	0	0	0.40
Ormsby, Luke	MJ	65	8	12	20	2	0	1	1	0.31
Kvasnica, Michal	POR	66	8	12	20	1	0	1	1	0.30
Hunt, Daemon	MJ	57	7	13	20	0	0	2	1	0.35
Onyebuchi, Montana	KAM	66	5	15	20	1	0	1	0	0.30
Harsch, Reece	SAS	57	4	16	20	0	0	0	0	0.35
Clayton, Cole	MH	68	4	16	20	0	0	1	1	0.29
Popple, Tate	MJ	42	11	8	19	1	0	1	1	0.45
Finley, Jack	SPO	63	9	10	19	1	0	2	1	0.30
Stepanov, Daniil	MJ	68	8	11	19	2	0	0	1	0.28
Holt, Dawson	VAN	53	6	13	19	1	0	1	0	0.36
Williams, Owen	SEA	67	6	13	19	1	1	1	0	0.28
Kaluski, Jaxan	SEA	68	6	13	19	1	0	1	1	0.28
Kannok Leipert, Alex	VAN	67	5	14	19	1	0	2	1	0.28
McLeod, Wyatt	EDM	66	4	15	19	0	0	0	1	0.29
Murray, Jameson	VIC	59	3	16	19	0	0	1	0	0.32
Sedov, Nikita	REG	68	0	19	19	0	0	0	0	0.28
Wilson, Koletrane	LET	68	0	19	19	0	0	0	0	0.28
Sopotyk, Kyrell	KAM	64	13	5	18	0	0	4	0	0.28
Bains, Arshdeep	RD	63	6	12	18	0	0	2	1	0.29
Ludvig, Johnny	POR	58	5	13	18	1	0	0	0	0.31
Creta, Marco	KTN	61	4	14	18	0	0	0	1	0.30
Sakowich, Ethan	RD	68	4	14	18	1	0	0	0	0.26
Minulin, Artyom	EVT	51	1	17	18	0	0	1	0	0.35
Stewart, Samuel	TC	66	0	18	18	0	0	0	0	0.27
Liwiski, Mark	KEL	60	11	6	17	2	1	3	3	0.28
Butt, Dawson	EVT	56	9	8	17	2	0	1	4	0.30
Thompson, Baron	BDN	65	8	9	17	3	0	2	0	0.26
Denomie, Carson	MJ	67	8	9	17	3	0	3	0	0.25
Nijhoff, Logan	REG	59	7	10	17	2	1	1	0	0.29
Hopwo, Corson	MH	59	6	11	17	1	0	2	0	0.29
Upper, Tyson	PG	67	5	12	17	0	0	1	0	0.25
Malysjev, Emil	SAS	63	3	14	17	0	0	1	0	0.27
Guhle, Kaiden	PA	65	3	14	17	1	0	0	0	0.26
Baker, Daniel	MH	68	2	15	17	0	0	0	1	0.25
Peckford, Ryan	MJ	20	8	8	16	1	0	1	0	0.80
Huo, Samuel	TC	65	6	10	16	2	0	0	0	0.25
Pouteau, Brady	REG	51	5	11	16	0	0	1	0	0.31
Brown, Mitchell	TC	58	4	12	16	0	0	1	0	0.28
Moar, Alex	SC	43	2	14	16	2	1	0	0	0.37
Herauf, Jacob	RD	66	1	15	16	0	0	0	0	0.24
Berezowski, Jackson	EVT	65	11	4	15	2	0	1	1	0.23
Cox, Zachary	LET	66	11	4	15	3	0	1	1	0.23
Murray, Davis	KTN	67	9	6	15	1	0	0	0	0.22
Korczak, Ryder	CGY	50	8	7	15	1	0	1	0	0.30
Morozoff, Alex	RD	64	8	7	15	3	1	1	0	0.23
Boyko, Noah	LET	55	7	8	15	1	0	1	2	0.27
Jarratt, Ralph	VIC	32	6	9	15	0	0	1	1	0.47
Schmiemann, Dom	TC	63	3	12	15	0	0	1	0	0.24
Palivko, Danila	LET	61	2	13	15	0	0	1	0	0.25
Goncalves, Gage	EVT	67	1	14	15	0	0	0	0	0.22
Stevenson, Blake	TC	36	8	6	14	1	0	1	0	0.39
Larson, Cordel	SPO	58	7	7	14	0	0	0	0	0.24
Swetlikoff, Alex	KEL	32	6	8	14	0	0	0	0	0.44
Buyalski, Yegor	MJ	66	6	8	14	2	0	2	0	0.21
Russell, Bobby	SPO	53	5	9	14	1	0	1	0	0.26
Schellenberg, Austin	KTN	57	5	9	14	1	0	0	0	0.25
Bruggen-Cate, Conner	KEL	65	5	9	14	1	0	1	0	0.22
King, Noah	SPO	65	5	9	14	1	1	2	0	0.22
Fromm-Delorme, Robbie	POR	60	3	11	14	1	0	0	0	0.23
Bauer, Tyrel	SEA	64	2	12	14	1	0	0	0	0.22
Masella, Jeremy	PA	68	2	12	14	1	0	0	0	0.21
Luypen, Jalen	EDM	47	7	6	13	0	0	2	1	0.28
Mahovlich, Scott	LET	59	6	7	13	0	0	1	2	0.22
Gardiner, Erik	KEL	39	5	8	13	0	0	2	0	0.33
Longo, Trevor	MH	61	5	8	13	2	0	0	0	0.21
Arbuzov, Egor	SPO	58	4	9	13	0	0	0	0	0.22
Campbell, Hunter	CGY	46	3	10	13	0	0	0	0	0.28
Nychuk, Chad	BDN	53	3	10	13	0	0	0	0	0.25
