Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Shmyr, Braylon	SAS	66	35	31	66	4	1	9	1	1.00
Wagner, Austin	REG	64	30	36	66	5	1	6	3	1.03
Wotherspoon, Parker	TC	69	10	56	66	1	0	0	0	0.96
Pederson, Lane	SC	62	25	40	65	1	0	5	1	1.05
Pilon, Garrett	KAM	67	20	45	65	5	0	7	2	0.97
Gabrielle, Jesse	PG	61	35	29	64	5	0	4	5	1.05
Hannoun, Dante	VIC	72	25	39	64	5	0	1	0	0.89
Kirichenko, Clayton	MH	72	12	52	64	1	0	1	1	0.89
Fischer, Zach	MH	62	34	29	63	5	0	4	5	1.02
Bondra, Radovan	PG	62	32	31	63	5	1	7	3	1.02
Coulter, Tyler	BDN	66	30	33	63	2	0	4	0	0.95
Merkley, Nick	KEL	63	23	40	63	4	0	5	3	1.00
Gerlach, Max	MH	72	34	28	62	5	1	5	4	0.86
Polei, Evan	RD	69	33	29	62	5	1	4	2	0.90
Shirley, Collin	KAM	70	28	34	62	6	1	7	2	0.89
Jones, Caleb	POR	63	9	53	62	2	1	0	2	0.98
Rassell, Mark	MH	72	36	25	61	4	0	2	4	0.85
Gregor, Noah	MJ	52	27	34	61	5	0	3	1	1.17
Mattheos, Stelio	BDN	69	26	35	61	2	0	3	3	0.88
V, Juuso	TC	60	19	42	61	1	1	2	2	1.02
Kolesar, Keegan	SEA	54	26	34	60	6	2	4	2	1.11
Alfaro, Matt	LET	61	25	35	60	2	0	5	3	0.98
Dahlstrom, John	MH	63	30	29	59	3	0	4	4	0.94
Gawdin, Glenn	SC	52	26	33	59	6	0	3	1	1.13
Quenneville, David	MH	49	23	36	59	6	0	4	2	1.20
Kroeker, Colton	KTN	70	18	41	59	1	0	5	2	0.84
Davis, Kevin	EVT	72	9	50	59	2	0	2	1	0.82
Blichfeld, Joachim	POR	63	28	30	58	5	1	6	2	0.92
Lukin, Vladislav	TC	63	26	32	58	4	0	2	2	0.92
Glover, Austin	RD	69	22	36	58	2	2	1	2	0.84
Irving, Aaron	EVT	71	18	40	58	4	2	3	3	0.82
Loschiavo, Vince	KTN	68	29	28	57	1	1	4	0	0.84
Hughes, Ryan	POR	70	27	30	57	7	3	2	0	0.81
Olson, Kyle	TC	72	20	37	57	3	1	2	1	0.79
Foote, Cal	KEL	71	6	51	57	1	0	0	0	0.80
Malenstyn, Beck	CGY	70	32	24	56	4	1	5	2	0.80
Shynkaruk, Jesse	SAS	58	31	25	56	10	4	8	2	0.97
Bellerive, Jordy	LET	70	27	29	56	5	1	3	3	0.80
Rasmussen, Michael	TC	50	32	23	55	5	1	3	0	1.10
McAuley, Colby	PG	68	26	29	55	7	0	3	2	0.81
Soy, Tyler	VIC	44	25	30	55	5	0	4	5	1.25
Babenko, Egor	LET	66	24	31	55	5	0	4	1	0.83
Dube, Dillon	KEL	40	20	35	55	3	1	0	3	1.38
Zablocki, Lane	RD	64	28	26	54	1	0	4	0	0.84
Fix-Wolansky, Trey	EDM	70	24	30	54	2	0	4	0	0.77
Topping, Jordan	TC	43	28	25	53	3	2	4	4	1.23
Ronning, Ty	VAN	68	25	28	53	6	3	3	1	0.78
Stukel, Jakob	CGY	70	23	30	53	2	1	3	0	0.76
Mahura, Josh	REG	73	17	36	53	2	1	1	2	0.73
Coghlan, Dylan	TC	71	15	38	53	1	0	1	2	0.75
Morrison, Brad	PG	61	21	31	52	6	1	3	3	0.85
Jeannot, Tanner	MJ	71	19	33	52	5	2	1	5	0.73
Musil, Adam	RD	56	20	31	51	4	1	4	3	0.91
Malm, James	VAN	69	20	31	51	1	0	3	2	0.74
Minulin, Artyom	SC	70	8	42	50	2	2	1	0	0.71
Bobyk, Colton	RD	70	5	45	50	1	1	1	1	0.71
Bethune, Jared	PG	72	22	27	49	5	0	5	0	0.68
McDonald, Kody	PG	68	17	32	49	2	0	2	2	0.72
Ahl, Filip	REG	54	28	20	48	6	0	3	5	0.89
Stransky, Simon	PA	57	22	26	48	3	2	1	2	0.84
Foster, Thomas	MJ	68	21	27	48	2	1	3	3	0.71
Jokiharju, Henri	POR	71	9	39	48	1	0	1	0	0.68
Harrison, Chase	REG	67	6	42	48	1	0	0	0	0.72
Hamblin, James	MH	69	23	24	47	3	0	4	3	0.68
Fonteyne, Matt	EVT	64	20	27	47	3	0	3	3	0.73
Soustal, Tomas	KEL	49	18	29	47	1	0	2	3	0.96
Patrick, Nolan	BDN	33	20	26	46	2	1	4	0	1.39
Kryski, Jake	CGY	71	20	26	46	2	0	6	2	0.65
Southam, Rodney	KEL	71	19	27	46	1	0	1	0	0.65
Kaspick, Tanner	BDN	49	19	26	45	1	0	2	2	0.92
Texeira, Keoni	POR	72	12	33	45	1	0	3	2	0.63
Bean, Jake	CGY	43	8	37	45	0	0	1	0	1.05
Volcan, Nolan	SEA	64	16	28	44	2	0	3	1	0.69
Moilanen, Sami	SEA	70	21	22	43	2	0	0	3	0.61
AuCoin, Parker	TC	72	21	22	43	5	0	3	2	0.60
Kelly, Parker	PA	72	21	22	43	1	0	4	0	0.60
Miske, Curtis	PA	61	20	23	43	0	0	1	4	0.70
Twarynski, Carsen	KEL	64	17	26	43	2	0	4	1	0.67
Reddekopp, Chaz	VIC	51	10	33	43	0	0	1	1	0.84
Benjafield, Quinn	KAM	69	16	26	42	1	0	2	1	0.61
Chyzowski, Nick	KAM	72	16	26	42	2	0	2	2	0.58
Benson, Tyler	VAN	33	11	31	42	1	1	0	1	1.27
Lajoie, Max	SC	68	7	35	42	0	0	0	1	0.62
Nagy, Regan	VIC	69	18	23	41	4	0	2	0	0.59
Neuls, Donovan	SEA	72	14	27	41	2	0	0	1	0.57
Johansen, Lucas	KEL	68	6	35	41	1	1	0	1	0.60
True, Alexander	SEA	66	25	15	40	3	0	3	5	0.61
Leschyshyn, Jake	REG	47	17	23	40	0	0	4	2	0.85
Brook, Josh	MJ	69	8	32	40	2	0	2	0	0.58
Zborovskiy, Sergey	REG	63	7	33	40	1	0	0	1	0.63
Clague, Kale	BDN	48	5	35	40	2	0	0	0	0.83
Leth, Cavin	PA	68	23	16	39	2	0	3	2	0.57
Sutter, Riley	EVT	67	20	19	39	6	0	0	3	0.58
Baer, Alec	LET	69	15	24	39	2	0	4	2	0.57
Weinger, Evan	POR	62	20	18	38	3	0	2	0	0.61
Eansor, Scott	SEA	40	18	20	38	4	1	2	0	0.95
Fleury, Cale	KTN	70	11	27	38	0	0	1	1	0.54
Gatenby, Joe	KAM	71	7	31	38	2	0	1	1	0.54
McCarty, Mason	SAS	45	21	16	37	1	0	4	4	0.82
Gardiner, Reid	KEL	28	18	19	37	3	0	4	1	1.32
Paterson, Josh	SAS	72	17	20	37	2	0	5	5	0.51
Stallard, Jordy	PA	40	14	23	37	3	1	3	0	0.93
Gutenberg, Connor	BDN	66	13	24	37	2	0	1	1	0.56
Robertson, Tyler	EDM	66	15	21	36	2	1	2	1	0.55
Bowen, Ryan	LET	58	11	25	36	2	0	1	1	0.62
Bobylev, Vladimir	VIC	38	9	27	36	1	0	4	2	0.95
Sozanski, Matt	MJ	63	3	33	36	0	0	2	0	0.57
Foote, Nolan	KEL	52	19	16	35	3	0	4	3	0.67
Kastelic, Mark	CGY	67	13	22	35	2	0	2	1	0.52
Stephens, Devante	KEL	67	13	22	35	1	0	0	3	0.52
Grishakov, Andrei	CGY	70	11	24	35	2	0	0	0	0.50
Pratt, Austin	RD	70	16	18	34	1	0	5	1	0.49
Skoleski, Devon	EVT	65	14	20	34	4	0	2	1	0.52
Peckford, Ryan	VIC	45	13	21	34	3	0	2	1	0.76
Juulsen, Noah	EVT	49	12	22	34	1	0	2	2	0.69
Woods, Riley	SPO	62	12	22	34	2	2	3	0	0.55
Davis, Brett	KTN	59	18	15	33	1	0	4	1	0.56
Kehler, Colton	EDM	67	18	15	33	4	2	1	0	0.49
Guhle, Brendan	PG	47	15	18	33	3	0	2	1	0.70
Addison, Calen	LET	63	9	24	33	0	0	3	1	0.52
O'Brien, Brogan	PG	70	9	24	33	2	0	1	0	0.47
Martin, Max	PA	69	8	25	33	2	0	3	1	0.48
Veloso, Colton	POR	71	18	14	32	4	0	3	0	0.45
Overhardt, Alex	POR	68	14	18	32	0	0	1	1	0.47
Strand, Austin	SEA	74	9	23	32	1	1	1	1	0.43
Ottenbreit, Turner	SEA	71	7	25	32	0	0	1	0	0.45
Sayers, Bryton	SAS	72	7	25	32	0	0	0	0	0.44
Smith, Ty	SPO	66	5	27	32	2	1	0	0	0.48
Tuulola, Eetu	EVT	62	18	13	31	2	1	3	6	0.50
Khomenko, Yan	MJ	68	15	16	31	3	0	3	3	0.46
Sloboshan, Wyatt	REG	68	11	20	31	2	0	0	2	0.46
Shearer, James	BDN	65	8	23	31	1	1	0	1	0.48
Freadrich, Jared	RD	67	6	25	31	1	0	0	0	0.46
Dewar, Connor	EVT	71	14	16	30	1	1	2	4	0.42
Millar, Graham	EDM	48	12	18	30	5	0	1	0	0.63
Vanstone, Tim	PA	68	12	18	30	1	0	2	0	0.44
Curtis, Josh	PG	67	9	21	30	1	0	2	3	0.45
Farren, Michael	SAS	63	8	22	30	0	0	1	0	0.48
Walford, Scott	VIC	60	6	24	30	1	0	0	1	0.50
Spencer, Calvin	VAN	66	16	13	29	2	0	5	0	0.44
Topping, Kyle	KEL	59	14	15	29	1	0	2	2	0.49
Olynek, Kolten	PA	67	14	15	29	2	0	2	2	0.43
Helgesen, Tyson	SPO	72	8	21	29	2	0	0	1	0.40
Mrkonjic, Tyler	CGY	72	8	21	29	1	0	2	1	0.40
Coleman, Luke	CGY	73	14	14	28	1	0	2	0	0.38
Graham, Ryan	SC	32	13	15	28	3	0	1	1	0.88
Almeida, Justin	MJ	70	11	17	28	1	0	2	2	0.40
Jevne, Ryan	MH	72	9	19	28	0	0	0	2	0.39
Sissons, Colby	SC	63	6	22	28	1	0	2	0	0.44
Smart, Jonathan	REG	67	3	25	28	2	0	1	0	0.42
Elder, Kaden	SC	67	15	12	27	2	1	2	1	0.40
Burzan, Luka	MJ	66	14	13	27	2	0	4	2	0.41
Christensen, Logan	SAS	72	11	16	27	2	0	1	0	0.38
McDonald, Conner	EDM	67	8	19	27	0	0	1	0	0.40
Reagan, Brady	CGY	68	7	20	27	1	0	0	1	0.40
Henderson, Jordan	MH	61	6	21	27	2	0	0	0	0.44
Hilsendager, James	KEL	64	6	21	27	1	0	1	1	0.42
McIndoe, Ethan	SPO	67	17	9	26	1	0	5	0	0.39
Dmytriw, Jared	VIC	59	15	11	26	1	0	3	2	0.44
Fonstad, Cole	PA	69	11	15	26	2	0	0	1	0.38
Olson, Tate	PG	67	7	19	26	0	0	3	0	0.39
H, Libor	SAS	65	4	22	26	1	0	1	1	0.40
Zipp, Micheal	CGY	71	4	22	26	1	1	0	0	0.37
Budik, Vojtech	PA	56	1	25	26	0	0	0	0	0.46
Barberis, Matt	VAN	48	10	15	25	1	0	1	0	0.52
Vala, Ondrej	KAM	60	10	15	25	1	0	1	0	0.42
Vandervlis, Ryan	LET	60	8	17	25	1	0	2	2	0.42
Tyszka, Jarret	SEA	54	6	19	25	1	0	2	0	0.46
Yeryomenko, Vladislav	CGY	62	6	19	25	1	1	1	0	0.40
Najman, Ondrej	SPO	65	5	20	25	0	0	1	1	0.38
Davidson, Dawson	REG	72	5	20	25	2	0	0	2	0.35
Wesley, Johnny	VAN	47	11	13	24	0	0	2	0	0.51
Warm, Will	EDM	67	9	15	24	0	0	1	1	0.36
Boyd, Aaron	PG	70	9	15	24	2	0	2	1	0.34
Mohr, Kobe	EDM	68	6	18	24	1	1	1	0	0.35
Ruopp, Sam	PG	55	4	20	24	0	0	1	0	0.44
Rubins, Kristians	MH	49	3	21	24	0	0	1	0	0.49
Montgomery, Sean	PA	69	13	10	23	1	0	1	1	0.33
Chaulk, Conner	SC	65	10	13	23	0	0	1	1	0.35
Richards, Sean	EVT	67	8	15	23	0	0	1	1	0.34
De Jong, Brendan	POR	72	8	15	23	1	0	0	2	0.32
Hines, Dallas	KTN	67	4	19	23	1	0	0	0	0.34
Rubinchik, Mark	SAS	63	0	23	23	0	0	0	0	0.37
Flaman, Jack	VAN	71	15	7	22	1	0	2	1	0.31
Smith, Luc	KAM	61	12	10	22	0	0	2	2	0.36
Zummack, Eli	SPO	50	9	13	22	0	0	1	2	0.44
Yaremko, Nolan	TC	67	8	14	22	3	0	0	1	0.33
Klatt, Branden	MJ	71	7	15	22	1	0	0	0	0.31
Woo, Jett	MJ	65	5	17	22	1	0	1	0	0.34
Preziuso, Tyler	MH	71	5	17	22	0	0	0	0	0.31
Forrest, Brad	MH	72	3	19	22	0	0	0	0	0.31
Merezhko, Igor	LET	72	2	20	22	0	0	1	0	0.31
Revel, Matt	POR	42	9	12	21	1	0	1	2	0.50
Bains, Akash	RD	65	8	13	21	0	0	2	1	0.32
Wouters, Chase	SAS	54	6	15	21	1	0	0	0	0.39
Alexeyev, Alexander	RD	41	4	17	21	1	0	0	1	0.51
Plouffe, Dylan	VAN	61	4	17	21	1	1	0	0	0.34
Schultz, Ty	MH	44	3	18	21	1	1	0	1	0.48
Jarratt, Ralph	VIC	65	2	19	21	0	0	0	0	0.32
Semchuk, Brendan	VAN	63	8	12	20	1	0	1	0	0.32
Holowko, Nic	KAM	66	7	13	20	0	0	1	0	0.30
Wedman, Matthew	SEA	48	6	14	20	1	0	1	1	0.42
Higson, Schael	BDN	71	4	16	20	1	0	0	0	0.28
Thrower, Josh	MJ	67	2	18	20	0	0	1	0	0.30
Zaitsev, Dmitri	MJ	70	2	18	20	0	0	0	0	0.29
Reid, Nolan	SPO	64	1	19	20	0	0	0	0	0.31
Ostir, Hayden	SPO	52	8	11	19	1	0	1	0	0.37
Philp, Noah	KTN	65	8	11	19	0	0	0	0	0.29
Miller, Carson	PA	46	7	12	19	0	0	2	0	0.41
Ross, Taylor	SPO	60	7	12	19	0	0	2	1	0.32
Miller, Arthur	SC	65	7	12	19	0	0	2	1	0.29
Cole, Rykr	SPO	63	6	13	19	1	0	0	1	0.30
Christiansen, Jake	EVT	72	6	13	19	0	0	0	2	0.26
Fiala, Evan	SAS	70	4	15	19	0	0	0	0	0.27
Gagnon, Ryan	VIC	67	1	18	19	1	0	1	0	0.28
Sheen, Barrett	KTN	55	8	10	18	0	0	2	0	0.33
Leason, Brett	TC	68	8	10	18	1	0	0	0	0.26
Price, Ethan	VIC	70	8	10	18	0	0	0	2	0.26
Folk, Carter	VIC	68	7	11	18	1	0	1	3	0.26
Watts, Brayden	VAN	70	7	11	18	0	0	2	0	0.26
Wellsby, Austin	KTN	60	6	12	18	1	0	0	1	0.30
Berg, Adam	EDM	61	5	13	18	0	0	0	0	0.30
Murray, Troy	KTN	67	4	14	18	2	0	0	0	0.27
Riddle, Brennan	LET	71	4	14	18	0	0	0	0	0.25
Morrison, Loch	VIC	67	3	15	18	0	0	1	0	0.27
Martin, Dawson	RD	67	10	7	17	0	0	2	1	0.25
Bast, Spencer	MJ	60	9	8	17	1	0	2	2	0.28
James, Maxwell	TC	39	8	9	17	1	0	1	2	0.44
Stadel, Riley	EDM	45	7	10	17	1	1	0	2	0.38
Langan, Tristin	MJ	66	6	11	17	1	0	1	2	0.26
Loewen, Jermaine	KAM	66	6	11	17	1	0	2	1	0.26
King, Brian	EVT	62	4	13	17	0	0	1	0	0.27
Bukac, Daniel	BDN	72	2	15	17	0	0	0	0	0.24
Khaira, Sahvan	SC	70	1	16	17	0	0	1	0	0.24
Nagel, Tanner	LET	72	10	6	16	0	0	1	1	0.22
Stotts, Riley	SC	52	9	7	16	0	0	3	1	0.31
De Wit, Jeff	REG	66	9	7	16	0	0	1	0	0.24
Jerome, D-Jay	PA	55	8	8	16	0	0	0	1	0.29
Elmer, Jake	KTN	46	7	9	16	0	0	2	0	0.35
Sass, Carson	RD	64	5	11	16	1	0	0	0	0.25
Skrumeda, Lucas	EVT	47	4	12	16	1	0	0	0	0.34
Gorda, Brayden	EDM	56	4	12	16	0	0	0	0	0.29
Zazula, Luke	KAM	54	2	14	16	0	0	0	0	0.30
Hyman, Aaron	SEA	67	2	14	16	0	0	0	0	0.24
Pouliot, Ryan	KTN	66	1	15	16	0	0	1	0	0.24
Buziak, Braydon	REG	55	11	4	15	1	0	2	1	0.27
Bechtold, Markson	SAS	33	8	7	15	1	0	2	0	0.45
Patterson, Max	KTN	63	8	7	15	0	0	1	0	0.24
Hausinger, Cameron	RD	61	7	8	15	0	0	0	0	0.25
Gardiner, Erik	KEL	42	4	11	15	1	0	1	1	0.36
Adams, Tyler	SEA	66	4	11	15	1	0	2	0	0.23
Pachal, Brayden	PA	65	3	12	15	2	1	0	0	0.23
