Name	Team	GP	G	A	PTS	GWG	OTG	First	Insurance	PTS/G
Henman, Luke	BLB	61	9	38	47	0	0	0	1	0.77
McIsaac, Jared	Hal	65	9	38	47	0	0	2	0	0.72
Cormier, Dominic	Vic	66	9	38	47	2	0	1	0	0.71
Lanoue, Vincent	Vic	66	7	40	47	1	0	1	2	0.71
Desruisseaux, Cédric	Dru	64	24	22	46	2	0	3	3	0.72
Sutton, Jesse	Que	68	22	24	46	5	4	4	1	0.68
Cyr, William	Rou	65	14	32	46	2	0	3	1	0.71
Robert, Félix	She	66	14	32	46	1	0	2	0	0.70
Noël, David	VdO	68	14	32	46	2	1	2	2	0.68
Joseph, Pierre-Olivier	Cha	63	13	33	46	5	1	0	1	0.73
MacDonald, Anderson	Mon	58	27	18	45	3	1	5	3	0.78
MacLeod, Gregor	Que	54	19	26	45	3	2	4	3	0.83
Simoneau, Xavier	Dru	61	17	28	45	5	1	2	1	0.74
Poulin, Samuel	She	55	16	29	45	0	0	2	1	0.82
Theede, Dawson	Gat	49	22	22	44	2	0	6	1	0.90
Crossman, Ethan	Bat	66	21	23	44	3	0	5	4	0.67
Harwell, Chase	Vic	67	21	23	44	2	0	7	0	0.66
L'Italien, Samuel	Bat	68	19	25	44	4	0	1	5	0.65
Glotov, Vasily	Sha	64	29	14	43	4	0	4	1	0.67
Aquin, Pascal	Cha	59	24	19	43	5	0	2	4	0.73
Rubtsov, German	Bat	49	15	28	43	3	0	0	3	0.88
Sokolov, Egor	Cap	64	21	21	42	1	1	3	1	0.66
Moynihan, Connor	Hal	66	21	21	42	3	0	5	2	0.64
Koltygin, Pavel	Dru	64	17	25	42	3	1	0	1	0.66
Asselin, Samuel	Bat	48	13	29	42	1	0	2	0	0.88
Laferrière, Mathias	Cap	67	12	29	41	2	0	1	1	0.61
Salda, Radim	SNB	62	10	31	41	2	1	0	0	0.66
Cyr, Mika	Mon	44	21	19	40	6	3	2	1	0.91
Katerinakis, Alexander	BLB	51	13	27	40	2	0	3	1	0.78
Breton, Alex	Gat	59	10	30	40	1	0	1	2	0.68
Chainey, Jocktan	Hal	66	7	33	40	3	2	3	0	0.61
Finoro, Giordano	Gat	57	16	23	39	1	0	2	2	0.68
Mikhnin, Denis	Rim	64	15	24	39	4	0	2	3	0.61
Drew, Hunter	Cha	64	8	31	39	3	1	1	0	0.61
Murphy, Liam	Bat	65	20	18	38	8	0	3	2	0.58
Ouellet, Nicolas	VdO	54	19	19	38	2	0	4	0	0.70
Askew, Cameron	Cha	63	19	19	38	3	2	5	1	0.60
Smith, Declan	Cap	65	17	21	38	2	1	3	3	0.58
Boucher, Anthony	SNB	68	16	22	38	1	0	0	1	0.56
Hinam, Tyler	Rou	58	12	26	38	0	0	0	3	0.66
Gagné, Benjamin	Que	66	10	28	38	4	4	0	0	0.58
Huntley, Christian	Que	61	9	29	38	2	0	3	2	0.62
Kirwan, Luke	BaC	47	21	16	37	1	0	1	1	0.79
Beaucage, Alex	Rou	56	13	24	37	4	0	0	0	0.66
Paré, Cédric	SNB	60	13	24	37	0	0	2	0	0.62
Landreville, Alexandre	Gat	68	12	25	37	2	0	1	2	0.54
McCormick, Adam	Cap	67	7	30	37	0	0	0	0	0.55
Hudgin, Nathan	VdO	57	18	18	36	1	1	0	2	0.63
Kalmikov, Brooklyn	Cap	58	18	18	36	2	0	4	0	0.62
Klima, Kelly	Chi	58	18	18	36	2	1	3	0	0.62
Kozlov, Ivan	VdO	66	17	19	36	2	1	2	0	0.55
Cheezo, Adam	VdO	52	13	23	36	1	0	1	1	0.69
Durocher, Jeffrey	Gat	63	13	23	36	1	0	1	5	0.57
MacKinnon, Carson	Rim	65	13	22	35	3	0	2	3	0.54
Bernard, Xavier	Dru	66	11	24	35	1	0	1	0	0.53
Bilodeau, Gabriel	Gat	66	8	27	35	1	0	0	0	0.53
Vesterinen, Saku	Cha	59	7	28	35	0	0	0	1	0.59
Beaudin, Jérémie	Vic	66	6	29	35	1	0	1	0	0.53
Grouchy, Matthew	Que	63	17	17	34	3	1	2	4	0.54
Manseau, Jérémy	Sha	65	13	21	34	1	0	1	0	0.52
Francis, Ryan	Cap	58	11	23	34	1	0	3	0	0.59
Lacombe, Pier-Olivier	Gat	65	11	23	34	4	1	1	0	0.52
Fournier, Jordan Ty	Cap	67	17	16	33	1	0	2	0	0.49
Mizyurin, Maxim	VdO	36	16	17	33	1	1	4	2	0.92
Ethier, Thomas	BLB	65	15	18	33	2	0	2	2	0.51
Demers, Antoine	Sha	67	14	19	33	2	1	0	0	0.49
Trépanier, Maxim	Gat	52	13	20	33	1	0	2	2	0.63
Anglehart, Rémy	BLB	58	18	14	32	3	0	3	2	0.55
Houde, Samuel	Chi	54	16	16	32	2	1	6	1	0.59
Voyer, Alex-Olivier	Rim	55	12	20	32	2	1	2	0	0.58
Denis, Gabriel	Sha	66	11	21	32	1	0	0	0	0.48
Miromanov, Daniil	Mon	38	8	24	32	0	0	1	0	0.84
Dunn, Sam	Que	66	7	25	32	0	0	0	0	0.48
Gawanke, Leon	Cap	62	4	28	32	0	0	0	1	0.52
Seitz, Dylan	Mon	57	17	14	31	3	0	4	1	0.54
Alexandrov, Nikita	Cha	66	13	18	31	1	1	3	1	0.47
Lauzon, Félix	Vic	38	11	20	31	1	0	4	1	0.82
MacDougall, Ross	Cap	42	7	24	31	1	0	0	0	0.74
Beaudoin, Tommy	Rou	66	18	12	30	0	0	2	3	0.45
Sévigny, Mathieu	Vic	41	13	17	30	2	0	1	1	0.73
Bergeron, Justin	Rou	67	9	21	30	1	1	3	2	0.45
MacIsaac, Keenan	Bat	68	3	27	30	0	0	2	0	0.44
Diotte, Jérémy	Chi	66	2	28	30	0	0	1	0	0.45
Sparkes, Sullivan	Cha	60	14	15	29	4	0	2	0	0.48
Tardif, Benjamin	She	68	14	15	29	3	0	2	0	0.43
Parent, Xavier	Hal	63	13	16	29	3	0	1	2	0.46
Lavigne, Zachary	Chi	44	12	17	29	3	0	2	0	0.66
Senez, Vincent	Sha	48	10	19	29	1	0	2	1	0.60
Légaré, Nathan	BaC	62	10	19	29	0	0	1	1	0.47
Boivin, Félix	Vic	68	10	19	29	0	0	1	2	0.43
Stewart, Chase	Rim	53	5	24	29	1	0	1	0	0.55
Hylland, Tyler	Cap	57	12	16	28	2	1	5	0	0.49
Marcotty, Félix-Antoine	Chi	59	11	17	28	1	0	0	2	0.47
Beauchamp, Anthony	Gat	65	11	17	28	2	0	3	0	0.43
Khovanov, Alexander	Mon	29	9	19	28	1	1	1	1	0.97
Benoit, Simon	Sha	63	5	23	28	0	0	1	1	0.44
Nauss, Morgan	Chi	60	4	24	28	1	0	0	0	0.47
Reginato, Cole	SNB	40	16	11	27	0	0	3	1	0.68
Ryczek, Jake	Hal	33	7	20	27	1	0	1	1	0.82
Miller, Shaun	Cap	47	6	21	27	1	0	0	0	0.57
Paquette-Bisson, Tobie	BLB	59	4	23	27	1	0	1	0	0.46
Burt, Robbie	SNB	55	14	12	26	1	1	2	1	0.47
St-Laurent, Edouard	BaC	61	14	12	26	1	0	5	0	0.43
Skubel, Brandon	Dru	60	11	15	26	2	0	0	0	0.43
Mercer, Dawson	Dru	61	11	15	26	0	0	4	0	0.43
Meisenheimer, Samuel	Chi	56	10	16	26	1	0	3	2	0.46
Dion, Yan	VdO	64	10	16	26	2	1	1	0	0.41
King, Sam	Cha	68	10	16	26	2	0	2	0	0.38
Aspirot, Jonathan	Mon	67	7	19	26	0	0	0	0	0.39
Proulx, Gabriel	Cap	57	5	21	26	0	0	1	1	0.46
Chevrier, Simon	BaC	58	5	21	26	0	0	0	2	0.45
Thompson, Will	Rou	60	2	24	26	0	0	0	0	0.43
Blier, Samuel	Sha	57	11	14	25	0	0	1	1	0.44
Gilbert, Kevin	She	57	11	14	25	1	1	2	0	0.44
Côté, Louis-Filip	Que	68	11	14	25	2	0	1	0	0.37
Coxhead, Andrew	Que	68	11	14	25	2	0	2	0	0.37
Shestopalov, Mikhail	Gat	59	6	19	25	1	1	3	0	0.42
Girard, Alexis	SNB	62	6	19	25	2	0	1	0	0.40
Hoyt, Peyton	Cap	52	18	6	24	2	1	3	2	0.46
Bizier, Mathieu	Rim	64	10	14	24	1	1	2	0	0.38
Campbell, Isiah	Cap	61	9	15	24	1	0	4	4	0.39
Gravel, Jérôme	Vic	64	7	17	24	0	0	0	1	0.38
Ducharme, Justin	Bat	53	11	12	23	1	0	0	0	0.43
Gagnon, Anthony	Rim	67	10	13	23	1	0	1	2	0.34
Tremblay-Lapalme, Vincent	Chi	64	9	14	23	2	0	2	3	0.36
Michel, Jérémy	VdO	65	6	17	23	1	0	0	0	0.35
Capannelli, Adam	Mon	42	3	20	23	0	0	0	1	0.55
Budgell, Brett	Cha	32	10	12	22	1	0	2	0	0.69
Bourret, Olivier	Cap	63	8	14	22	1	0	0	0	0.35
Anttalainen, Aleksi	BLB	61	4	18	22	0	0	1	0	0.36
Le Coultre, Simon	Mon	61	3	19	22	1	0	1	0	0.36
Roy, Charles-Antoine	Gat	66	10	11	21	0	0	2	1	0.32
Mathieu, Olivier	Que	66	8	13	21	1	0	1	0	0.32
Forest, Wilson	Rim	67	4	17	21	1	1	0	1	0.31
Bouchard, Xavier	BaC	65	3	18	21	2	0	0	0	0.32
Duquette, Marc-Olivier	Dru	68	3	18	21	0	0	0	0	0.31
Barron, Justin	Hal	51	2	19	21	1	0	1	0	0.41
Poirier, William	SNB	65	9	11	20	1	0	0	0	0.31
Henley, David	VdO	54	6	14	20	1	0	1	0	0.37
Element, Shawn	BaC	62	9	10	19	0	0	3	0	0.31
Poulin, Anthony	BLB	40	8	11	19	3	1	1	0	0.48
Sylvestre, Gabriel	Mon	60	8	11	19	0	0	0	1	0.32
DaSilva, Ryan	BLB	54	6	13	19	1	0	2	1	0.35
Hladonik, Jan	BLB	56	4	15	19	0	0	0	0	0.34
Couture, Alexandre	VdO	67	4	15	19	1	0	0	0	0.28
Baker, Jarrett	Dru	60	3	16	19	0	0	1	1	0.32
Verrette, Etienne	Que	56	1	18	19	0	0	0	0	0.34
Gursoy, Kevin	SNB	60	11	7	18	0	0	3	1	0.30
Plamondon, Alex	Sha	58	10	8	18	0	0	0	2	0.31
Racicot, Médérick	VdO	61	7	11	18	1	0	0	0	0.30
MacKinnon, Evan	She	62	7	11	18	4	0	0	1	0.29
Marleau, Vincent	Rou	67	6	12	18	1	0	0	1	0.27
Milot-Ouellet, Vincent	Chi	68	6	12	18	0	0	1	2	0.26
Neveu, Jacob	Rou	67	5	13	18	2	0	1	1	0.27
Eckl, Bastian	Dru	46	3	15	18	0	0	1	0	0.39
Stevens, Liam	Chi	61	10	7	17	1	0	3	1	0.28
Bishop, Joel	Hal	53	6	11	17	2	0	0	2	0.32
Després, Hugo	Rou	35	5	12	17	1	0	1	0	0.49
Kielb, Darien	Gat	64	5	12	17	1	0	2	0	0.27
Ivan, Michal	Bat	48	3	14	17	1	0	0	0	0.35
Aucoin, Yan	BaC	62	3	14	17	1	0	1	0	0.27
Grisé, Alexandre	Vic	59	10	6	16	1	0	2	1	0.27
Gallo-Demetris, Isaiah	BaC	50	8	8	16	0	0	1	0	0.32
Hudson, Jacob	Mon	64	8	8	16	0	0	1	0	0.25
Robidoux, Mikael	Que	41	7	9	16	0	0	0	1	0.39
Benoit, Christopher	BaC	68	7	9	16	0	0	0	0	0.24
Denny, Leon	Sha	60	6	10	16	0	0	1	1	0.27
Horvath, Jason	Sha	48	3	13	16	0	0	1	0	0.33
Crête-Belzile, Olivier	She	67	3	13	16	2	0	0	0	0.24
Collin, Maxime	BLB	55	11	4	15	1	0	3	1	0.27
Desgagnés, Mathieu	Chi	42	8	7	15	0	0	0	0	0.36
Pataki, Brady	Mon	47	8	7	15	2	0	2	2	0.32
Green, Luke	She	14	5	10	15	1	0	1	0	1.07
Kyte, Patrick	Hal	56	5	10	15	1	0	1	1	0.27
Lapointe, Yann-Félix	She	56	5	10	15	0	0	1	0	0.27
Girard, Antoine	BaC	50	4	11	15	1	0	1	0	0.30
Roelens, Metis	Gat	59	4	11	15	0	0	0	0	0.25
Groleau, Jérémy	Chi	63	4	11	15	0	0	0	0	0.24
Merisier-Ortiz, Christopher	BaC	62	2	13	15	0	0	1	0	0.24
Joncas, Alexandre	She	68	1	14	15	0	0	0	0	0.22
Arsenault, Alexis	Rou	65	6	8	14	1	0	1	0	0.22
Larose, Nathan	SNB	64	5	9	14	0	0	1	0	0.22
McQuaid, Chris	Gat	68	5	9	14	0	0	0	1	0.21
Flower, Walter	Hal	43	3	11	14	1	0	1	1	0.33
Laaouan, Noah	Cap	49	2	12	14	0	0	0	0	0.29
Bolduc, Samuel	BLB	57	2	12	14	0	0	0	0	0.25
Bertrand, Yannik	Rim	24	8	5	13	1	0	3	2	0.54
Hatto, Samuel	Gat	66	8	5	13	1	0	3	0	0.20
Rafuse, Cole	Bat	66	8	5	13	0	0	0	3	0.20
Malo, Alec	Gat	60	7	6	13	2	0	0	2	0.22
Ouellet, Edouard	Vic	54	5	8	13	0	0	0	0	0.24
Smith, Ryan	Chi	54	5	8	13	0	0	0	0	0.24
Dunda, Liam	Mon	33	4	9	13	1	0	0	1	0.39
Fortin, Jérémy	Chi	62	4	9	13	0	0	0	0	0.21
Desjardins, Olivier	Cha	66	4	9	13	1	0	0	1	0.20
Casey, Thomas	Cha	60	8	4	12	1	0	1	0	0.20
Imbeault, Anthony	Sha	26	7	5	12	1	0	1	0	0.46
Paré, Justin	Vic	31	4	8	12	1	0	0	0	0.39
Higgins, Ben	Hal	65	4	8	12	1	0	1	0	0.18
Blackmore, G	Mon	56	3	9	12	0	0	1	0	0.21
Malatesta, Domenic	Bat	45	2	10	12	1	0	0	0	0.27
Boudrias, Karl	VdO	60	2	10	12	0	0	1	0	0.20
Guenette, Maxence	VdO	61	1	11	12	0	0	0	1	0.20
Kemp, Michaël	BLB	46	7	4	11	2	1	0	0	0.24
Reid, Ben	SNB	35	6	5	11	0	0	0	0	0.31
Chisholm, Logan	Bat	51	5	6	11	0	0	2	0	0.22
Ford, Taylor	Rou	46	3	8	11	1	0	0	1	0.24
Naud, Samuel	Rou	60	3	8	11	0	0	0	0	0.18
Côté, Jérémy	Vic	52	2	9	11	0	0	0	1	0.21
Smith, Andrew	Vic	62	2	9	11	1	0	0	0	0.18
Webster, Bailey	SNB	67	1	10	11	0	0	0	0	0.16
Green, Matt	SNB	34	5	5	10	0	0	0	0	0.29
Giguère, Charles-Antoine	BLB	53	5	5	10	0	0	3	0	0.19
Théorêt, Frédérik	Sha	49	4	6	10	0	0	0	0	0.20
Egan, Taylor	Cha	50	4	6	10	0	0	0	0	0.20
Bellamy, Jaxon	She	52	4	6	10	0	0	1	0	0.19
Paradis, Joakim	BaC	43	3	7	10	1	0	0	0	0.23
Crête-Belzile, Antoine	BLB	51	3	7	10	1	1	0	0	0.20
Dubois-Tiberghen, Simon	Sha	51	3	7	10	0	0	1	0	0.20
Roy, Sacha	Cap	55	3	7	10	1	0	1	1	0.18
Smallwood, Ian	Cap	36	2	8	10	0	0	0	0	0.28
Lepage, Jordan	Rim	47	2	8	10	0	0	1	0	0.21
Bowman, Parker	Rim	58	2	8	10	0	0	1	1	0.17
Picco, Andrew	Que	56	1	9	10	0	0	1	0	0.18
Castonguay, Daven	Dru	57	1	9	10	0	0	0	0	0.18
DeGagné, Alex	Sha	50	0	10	10	0	0	0	0	0.20
Desroches, Olivier	Sha	55	0	10	10	0	0	0	0	0.18
Sansfaçon, Alexis	BLB	60	0	10	10	0	0	0	0	0.17
Crossley, Brett	Hal	66	5	4	9	0	0	1	0	0.14
Soucy, Ludovic	Rim	40	4	5	9	0	0	1	0	0.23
Laframboise, Jérémy	Que	65	4	5	9	0	0	0	1	0.14
